event_id,user_id,device_model,os_type,roaming_status,network_type,event_time,location,event_type,is_fraud,extra_column
26baba54-bf42-4596-8827-bff2c62c4855,637.929.2006x82475,question,a,False,5G,2025-03-12 06:51:14,"5.900847863004003,178.58438858731705",reboot,False,
046744fc-1da1-401d-9565-c9ed4a70108c,271-977-8952,run,perform,True,LTE,2025-04-16 04:30:49,"75.01937741161828,-61.63328367462552",reboot,False,
fe795370-3417-4fa5-a7a9-37c99fe36770,(498)303-6919x3423,information,big,True,5G,2025-04-23 17:48:00,"-37.133227270395125,-147.5361292868456",SIM switch,False,
4d896178-b9ad-4c44-8451-dcdb008d1273,776.596.0942x81927,sign,fall,False,WiFi,2025-03-03 03:24:57,"-65.36928930724237,45.717374309672834",reboot,,
25c6bc09-496e-43ed-8e15-a69f4ca356ea,733-443-4637x949,base,hospital,True,LTE,2025-03-12 10:07:00,"-77.75523455098869,-103.91415370450807",SIM switch,,
7f496808-b286-4e95-8693-0e6bcc48733c,588-858-8370,tree,feel,True,LTE,2025-02-25 20:35:28,"-65.67198604888455,-82.70963164123735",reboot,,
f3f99a49-55b1-43f9-a45c-be82262c7a66,808-355-7346,form,hope,True,LTE,2025-02-02 00:36:38,"65.35766057939799,-23.86638600343892",SIM switch,False,
b3d31a68-c84e-4a38-b4d0-01a6c4584071,9076252690,represent,require,True,WiFi,2025-04-02 05:30:07,"-21.877962872974933,127.87904248555992",reboot,,
f7470083-a9a1-4df2-ae21-3587bc053a52,793.588.6645,fear,until,True,WiFi,2025-01-30 10:03:24,"-69.30986171932383,-55.721357199441556",reboot,False,
cdcc0dfc-bfd5-4a51-ae98-8bc9d41c401f,001-739-404-2608x1187,behavior,purpose,False,WiFi,2025-04-10 09:01:16,"39.39643972351362,96.43756394788244",reboot,False,
5549e095-72e2-478a-983c-8d72392b7f92,352-588-8045x8069,choose,attorney,True,LTE,2025-02-08 02:46:59,"48.26198999383891,-126.81000916462584",SIM switch,,
4a3652b2-a58e-42b2-a5a1-35a736823022,814-431-4061x185,test,trial,True,LTE,2025-04-28 16:45:45,"69.85081623386174,19.253398190866676",reboot,False,
15fef214-5a18-4c9a-b39e-0e619a20a05e,+1-932-289-2710x06814,group,specific,False,WiFi,2025-02-26 19:41:29,"48.35243525999286,82.27500894143509",SIM switch,True,
b4f8c4ef-ce14-49e2-8fb7-9340d1fe8fbf,220-305-4135,response,quite,False,5G,2025-03-24 02:23:27,"4.255964702357076,-150.96760989553505",SIM switch,,
99e404fa-e522-4d3e-8869-c6dbca5f0f69,(566)797-2670,bar,weight,True,WiFi,2025-03-05 19:27:56,"-53.00835247123732,112.05277508579837",reboot,False,
02fa36a9-50d9-4eae-9990-6b5e8674ac3f,3267418526,pressure,few,True,WiFi,2025-04-17 18:52:37,"-77.63690979666366,176.70599312379238",SIM switch,,
0650c57f-873b-404f-b8fb-67356cc9a53d,685-836-0314x72018,oil,race,True,5G,2025-02-03 13:24:53,"45.178935607482316,58.394631067814345",reboot,True,
1fa91a7f-7ea5-4772-97ac-1c5bf8c573f5,001-442-682-1026x47210,my,country,False,LTE,2025-02-06 10:20:13,"-37.85007230217241,82.96270700165866",reboot,True,
ca517769-dd97-4f1f-87a4-2e1cf3d60a05,993.236.7560,stuff,half,True,WiFi,2025-03-23 09:20:26,"36.33305300085226,-3.096916613641298",reboot,True,
e52c817d-d29c-4289-9c75-6e3e3ed11a78,(978)399-9869x67676,behavior,read,False,5G,2025-01-29 04:01:40,"-86.546012023194,-61.678446467984486",reboot,False,
87be45fe-f0f2-4f8b-a563-1b481dbec77b,001-676-579-3527,society,interest,False,5G,2025-02-27 11:19:17,"-56.57654616660596,-28.67717238168308",SIM switch,True,
76c73912-322a-49bd-8e84-2f128913ab11,963-223-0153x0908,describe,theory,False,5G,2025-03-15 19:19:15,"-73.00182376992365,-24.534701464139005",reboot,False,
9c783636-92ed-4045-b5e0-2e93b9f21bf4,439-570-9032,theory,condition,False,WiFi,2025-01-29 08:02:47,"59.21249971150911,150.885835130575",SIM switch,True,
2577fe87-c350-4201-aab8-94ce66d32855,5182243530,sit,onto,False,5G,2025-03-28 04:41:15,"-52.00081295590243,10.3241270830718",SIM switch,True,
3faf0e84-5d71-4b71-b3d4-2765a146cb80,+1-561-348-4121x527,summer,nation,False,5G,2025-01-29 20:47:12,"83.31835633872439,92.25323061071435",reboot,True,
0cc466c3-2e79-48e0-a69f-2d7b37ee37fb,(214)512-9471,guy,land,False,WiFi,2025-03-05 17:53:07,"-18.66307961366465,-167.67404465543493",reboot,False,
13c64920-2143-4c7b-8bf5-9a52d19c373a,+1-947-818-5316x198,bit,involve,False,5G,2025-03-27 00:34:28,"-14.596274425132535,133.8476291772639",reboot,True,
97c0f0d6-9cd1-4ad2-ac8d-5a3564124c16,509.798.6040x16607,teacher,make,True,WiFi,2025-03-06 07:03:17,"-4.204797210871902,87.635812207892",reboot,False,
79983a6a-e94b-4695-96b7-9e864c8413d7,743-654-9601x96686,seat,once,False,LTE,2025-01-01 08:19:16,"88.37652752580237,61.7570268926529",SIM switch,False,
dbc42b30-8ef1-4293-a01a-a6eca0fa4768,854.219.9975x668,newspaper,young,False,LTE,2025-04-15 17:13:01,"28.282483620946095,-61.971635653345544",SIM switch,True,
5c4603fc-8fcf-4ace-b5ea-7e51ce34bfcc,332-644-4509,my,face,False,LTE,2025-04-04 12:40:16,"55.867151896247606,161.27397631418597",reboot,,
4bc07ca0-c072-4423-9730-d392205c0c67,001-669-878-4628x977,become,almost,True,WiFi,2025-01-30 11:33:34,"-4.2639435790285205,-123.06213721888531",SIM switch,,
341105ed-f9db-46c9-b783-eea50829341f,(504)572-6063x95213,move,fast,True,5G,2025-02-05 08:17:30,"-73.92052526952833,113.79817249150545",reboot,,
b387a996-5011-40d5-be45-1e38e07b453f,+1-847-461-7313x79970,where,number,False,WiFi,2025-02-05 10:35:23,"-74.73586601605469,-169.71837965072038",reboot,True,
5c234d67-2e3a-4725-a2ab-471214063993,+1-350-652-9488,American,star,False,WiFi,2025-03-02 12:38:55,"-53.62049629670938,107.9442739202297",SIM switch,,
7587f6d0-0e0b-4e89-b783-501ed25fb90f,001-220-587-2931x17674,heavy,mean,True,WiFi,2025-03-21 04:01:12,"36.14796032116739,82.86969282298361",reboot,True,
252e6da0-c35a-461a-bcf1-6fdb3ec93fce,819-801-3790x43292,resource,recognize,True,5G,2025-03-25 04:41:08,"75.61043224414684,-178.14860069013997",reboot,True,
ae4bad8c-1d70-4973-9ea1-4580097765be,+1-273-465-1399,identify,audience,False,LTE,2025-04-05 23:23:25,"60.53136933287013,-51.41841927361099",SIM switch,False,
e3c5774d-336e-4e4c-b287-a51155039951,599.593.0734x9839,win,him,False,LTE,2025-01-21 17:30:19,"-7.19564099089142,55.25463485031355",reboot,False,
a9fffa25-0250-4185-986e-10b486c3c2c0,921.837.2072,thank,story,False,5G,2025-03-29 16:17:12,"4.23198892885641,-7.4608357046036815",reboot,,
c7a09150-de30-4980-96b5-7b11a1424507,6246393701,dark,cell,True,WiFi,2025-02-03 05:43:35,"75.646579401282,82.3718973899829",reboot,False,
67ccbde6-087b-42ed-a154-c43263040885,+1-594-238-6135,personal,front,True,LTE,2025-03-20 10:00:53,"-59.54006195332616,-139.78039603193474",SIM switch,True,
1eca414c-ab78-4ca6-be99-6ae50be3d91e,001-604-612-9604x1716,myself,send,True,LTE,2025-01-01 15:20:54,"47.746358065641886,134.35141161281786",SIM switch,,
65262631-fd03-474b-a18c-cb33510f5fc3,001-733-251-4104,color,cup,False,5G,2025-04-28 12:12:24,"89.14734825397136,99.79040287364126",reboot,True,
b47fe680-bf2e-42b1-95f0-97f68c291cc0,9959631211,wind,under,True,LTE,2025-04-17 23:28:50,"61.08499409932696,168.10935517615053",reboot,True,
bed331ce-22e5-45f0-ac6c-2f4354ac33c6,+1-295-258-1444x7875,that,mission,True,LTE,2025-01-12 08:55:41,"-14.569749866520596,-82.74363850740816",SIM switch,False,
37703c82-c4a4-4dbd-a2b2-3bdfc7084778,5476154832,factor,long,False,LTE,2025-02-21 16:32:31,"81.00717232545134,-91.76372018164253",reboot,True,
3efd1394-3ea8-49dc-a213-bfedf781bf85,001-464-594-4145x8136,born,value,True,5G,2025-03-27 00:27:06,"57.111255627277444,88.92222357324738",SIM switch,,
356d0734-9cc7-4d14-bc06-ea7ddd1885fe,661.870.3294x043,difference,maybe,True,LTE,2025-01-17 11:11:13,"-74.27529067881426,82.30239375242877",SIM switch,True,
19d323f3-859d-4874-b36a-7ba1edde643f,+1-302-257-7693x50570,challenge,again,False,5G,2025-04-03 08:38:33,"-81.85109044259795,-145.4232347057658",SIM switch,True,
b34ae48e-b680-4148-83ed-ff55a3f34ee7,9669783361,public,term,False,LTE,2025-04-04 18:47:02,"-15.157363337057063,31.91645051255435",SIM switch,False,
b424b7df-f08b-4906-b582-1910898085fc,001-435-503-6444x037,where,enough,True,LTE,2025-03-11 21:37:39,"-80.33197481197186,-33.30775302634021",SIM switch,,
9b8f2bbe-807f-411f-b02e-183984115b94,+1-792-863-0129x41991,take,argue,True,WiFi,2025-03-15 09:13:12,"-38.28324195579049,-104.49634999421485",SIM switch,False,
12648650-a206-4e58-ba0e-79bd5619200d,(791)539-6172x000,dream,above,True,LTE,2025-03-30 02:31:07,"66.26121035697852,-151.98477872747253",reboot,,
1a363741-013d-4661-b448-334071f1c707,568.618.4272,term,kid,True,WiFi,2025-04-09 02:43:44,"68.30807790310845,-1.523120195489696",reboot,,
61f909b6-7fc0-4a22-b452-c585f8754121,(358)764-2454,rise,gas,True,5G,2025-03-06 02:36:05,"20.276524787698833,-52.75200205521227",reboot,False,
6e4e1f09-1e36-4bb8-9f21-028d162644e3,791.710.2676x896,religious,common,True,WiFi,2025-02-06 06:46:06,"-48.90657618564693,84.94479706883624",reboot,True,
3f93d043-4dd3-4378-adc7-72a0a48975ca,+1-996-345-3538x38919,beyond,board,True,LTE,2025-02-18 18:42:09,"-26.83428370856913,-72.15475836282225",SIM switch,,
a47e3cfc-9b83-4e36-bf0d-b9e353436205,+1-769-819-7759,compare,feeling,False,LTE,2025-02-15 22:05:12,"66.1953442732623,-144.49495098959164",SIM switch,,
11b6913c-d22c-4055-aef7-92d0c6b35149,646.950.6441x7060,stand,relationship,True,WiFi,2025-03-20 02:22:29,"49.257062905360584,-137.7919501392642",reboot,False,
90629948-026d-4813-88be-6106976c05ae,(347)351-4491,team,loss,True,5G,2025-01-03 00:32:19,"-13.926289521770428,-151.5596190762164",reboot,False,
11aa8893-e8cb-4ff1-b989-4fbcd6716f9c,537-513-0932x746,arm,my,True,LTE,2025-02-19 01:48:53,"-20.89407319384408,-125.87847006681686",reboot,True,
9c41d17e-bb2e-44d6-8bcb-b1e06902cc6c,918-203-8704x2359,management,represent,False,LTE,2025-03-11 15:19:25,"-13.364157952803978,-120.53994211838685",SIM switch,True,
bf023137-2591-4ab1-9b84-2e79ec51c638,(699)290-0029x981,price,stuff,True,LTE,2025-02-08 18:55:01,"58.20230284067969,4.35233960396792",reboot,True,
7971326a-0ea3-4ae0-8b40-7117a32f22be,001-592-643-5630,eye,gas,False,5G,2025-03-09 07:52:31,"51.0529298752586,82.99282323520049",reboot,False,
917daf8b-da16-4e72-a684-c5cb02ffbfd8,(547)729-4048,remain,support,True,LTE,2025-01-26 22:49:03,"-41.31190093824968,64.8046008012509",reboot,False,
7d595cec-4091-4d3b-a59c-22259d53b260,+1-853-526-7175x7008,key,poor,True,LTE,2025-01-16 05:09:41,"6.418312383436003,102.02760923239481",reboot,,
1c0f3a37-4153-4381-a18e-d6e052a65125,447-714-2940,sometimes,teach,True,LTE,2025-01-24 09:40:18,"-66.65614265358799,-17.26071835212207",SIM switch,False,
35bc5e0b-9caf-4701-8d33-9c2bc53869ca,571-383-0342x172,claim,explain,False,5G,2025-04-14 10:08:51,"-47.68120526655843,94.26211076621223",reboot,True,
c7b92590-a9ac-4109-b62b-04a01f9773c9,001-530-948-6397x3359,fight,house,True,LTE,2025-04-09 06:26:18,"-4.702409098563038,124.87618243667822",SIM switch,True,
983b353b-c5de-4453-8aa7-3be5a3753324,(222)482-5806x6537,throughout,a,False,LTE,2025-02-02 11:46:41,"-86.55344472155454,45.00308458884328",reboot,False,
c1b14638-5642-422e-995f-47edada92e6e,001-720-409-4492x94918,beautiful,management,True,5G,2025-03-25 22:10:42,"-37.091759194421535,112.3916254751627",reboot,True,
08fd7a2a-4980-455b-948f-983dc8945b23,987.851.9245,chair,suggest,True,LTE,2025-03-28 11:17:00,"35.63489576994276,28.293267642446466",reboot,True,
49119263-6320-4c06-b0a3-0f6690c646f1,+1-424-577-4285x632,might,support,False,WiFi,2025-01-21 23:23:22,"-46.47803198943361,109.11834908205151",SIM switch,True,
9a8d8129-8507-4428-b5af-abaf231d48e3,+1-812-280-8568x519,four,get,True,5G,2025-03-23 23:03:18,"-30.736984424190084,-50.101554083312465",SIM switch,True,
72065a0d-ed8b-465c-ada4-19851677c536,+1-600-821-4595x17736,player,off,True,5G,2025-03-04 06:42:16,"-4.058492622895741,-9.82517764894618",SIM switch,False,
4226d787-7a18-4049-823f-1d0b07c18a97,226-721-7521x80746,sit,garden,False,LTE,2025-03-25 16:45:02,"-89.0710887120383,153.6532461102185",reboot,False,
40824fa8-5fa6-41fb-9e49-84305b369900,(686)496-5501x9663,strong,new,True,LTE,2025-01-06 10:41:42,"-20.029200243192022,93.98083917817041",reboot,True,
21bf332e-a7f4-43df-a11c-ef0a51311075,(997)413-1512x6878,sister,general,False,5G,2025-01-06 01:48:55,"-30.59607069645545,44.47233243433553",SIM switch,,
550400f1-3298-4806-b371-90f6f4c5e9a4,001-783-717-5606x694,card,like,False,5G,2025-01-17 23:43:28,"23.044803694255748,124.04471491828434",reboot,True,
19f58fcb-6838-45a5-a22e-14e63127a156,651-740-5554,growth,upon,True,WiFi,2025-04-13 05:21:10,"66.97563052876572,-155.95869750398907",reboot,,
bd3a0467-70d5-4979-87e7-1c01ff22c142,(812)568-7898x375,former,fact,False,LTE,2025-04-27 09:48:10,"48.820024699123366,26.694006230380467",reboot,True,
c1b15441-720f-44f6-bcf1-77587e864185,001-934-914-4660,dark,study,False,LTE,2025-03-07 04:04:47,"-30.2201567932741,-46.633457578915",SIM switch,,
b763f073-8288-41d8-ab5d-1fea71ae8c90,202.489.2706,simply,air,True,WiFi,2025-03-31 17:54:30,"-22.097134854264596,-116.90002076399789",SIM switch,False,
972f007c-847e-40c2-b134-5f9aed35e9e8,(264)748-0861,morning,movement,True,LTE,2025-04-16 22:52:11,"39.71243010527752,-116.72170369939263",reboot,True,
ca162d1b-1d4e-4fbd-8672-c1de394702f2,001-374-752-2674x1187,gas,economic,True,LTE,2025-01-14 05:48:15,"-37.870427078961626,75.17908086059819",reboot,True,
0e5ecbe6-661c-4aa7-a21a-54e3fed4a643,+1-947-412-1803x869,relate,get,False,5G,2025-04-14 16:51:34,"-86.21576659718937,-123.65746644475065",reboot,True,
e4dca738-db25-407a-8774-e2df1cae6ea9,664.357.5830x79092,choice,thing,True,LTE,2025-01-17 20:31:04,"-80.98786567012561,-103.86309606521779",SIM switch,,
e1b6b2be-77bf-44fc-a9ee-5970db9da6b4,658-796-1833,occur,money,False,5G,2025-01-04 16:00:42,"17.970849458337412,122.5899807739911",reboot,False,
3f03cb5b-94bc-4508-bceb-53898bd1c731,(829)664-5292x465,fish,wish,False,WiFi,2025-03-14 03:16:17,"-19.206133540728942,58.539537500004144",reboot,,
f8cfe0cd-b486-4796-9063-735ccf587db2,898.551.0784x1472,play,key,False,LTE,2025-04-22 19:27:50,"10.470919881545996,48.09348640219616",SIM switch,False,
06410a60-4679-4683-93c6-4034a8f30159,(715)493-5346,senior,more,False,WiFi,2025-01-26 23:37:01,"-69.404734080755,80.94907741859953",reboot,False,
db9037f7-a0c7-4dd3-b0bf-298a8718ac8d,659-764-5237x3406,yourself,section,True,LTE,2025-03-24 15:16:07,"75.72107520324695,66.07251899788827",SIM switch,True,
ad88c880-4a91-4316-9569-275ee617a2e7,+1-922-539-8563x7099,see,fall,True,LTE,2025-04-13 14:52:33,"54.46969924097016,-119.64898667851907",SIM switch,True,
06cbc0f8-48a9-4c94-9097-d0eaca317de4,001-839-242-2435x29377,buy,management,True,5G,2025-03-25 03:21:43,"63.399843153976036,59.16526949972848",reboot,True,
86e75075-f530-42f0-af52-effda7ee6b07,8659067593,policy,he,False,5G,2025-02-11 23:06:39,"-7.949852927773009,-8.594491300210791",reboot,,
2c51999c-6328-4bc6-91aa-e0ce5cf65db1,001-973-989-9532x938,I,tough,True,LTE,2025-03-07 04:40:29,"-15.765344316893433,112.51840734037489",reboot,True,
35a25eef-7843-4d40-9f79-e3f412b87974,(905)344-6574x1433,threat,check,False,5G,2025-02-22 06:54:11,"-47.49200052946821,12.735201725604867",SIM switch,,
f74cb478-d9d1-45f1-aded-cdd61440f2ea,834.784.9249,will,road,True,WiFi,2025-02-07 01:59:52,"-76.87727772874248,-41.314090513235385",SIM switch,True,
f537653d-33fb-498d-8286-2a30dde875ed,724-998-6698x04672,yet,vote,False,5G,2025-01-08 10:54:57,"70.03832754202492,56.845754354190944",reboot,True,
f436bf17-d153-496c-8f84-fccab5a97c8e,+1-969-857-9497x182,husband,lay,True,LTE,2025-04-14 04:53:32,"-39.991969545881716,142.96406236348412",reboot,True,
9c14865d-608e-45bd-b51e-7dff04f2916a,(862)545-8496,condition,rather,False,5G,2025-01-15 20:04:36,"-53.972848015789374,-22.53548695763388",reboot,True,
9976fbc5-6382-49d4-a339-ae4462a0144b,001-922-507-8651x22119,friend,certainly,True,WiFi,2025-04-04 00:03:12,"-38.12441009193097,77.57310072988014",SIM switch,False,
5179aa97-34b8-400d-8f38-cf6ebc314afa,305-560-3539x0394,heavy,that,True,5G,2025-01-07 18:32:15,"-55.458369962622065,16.919366824999912",SIM switch,,
aa41cf30-f85c-4816-8096-d9e21bd93d85,550.378.2911x62849,student,series,True,WiFi,2025-03-11 12:13:17,"-87.77096550143324,-118.13360256710646",reboot,False,
1daadadb-269a-433a-ac68-4a7c54fc6d18,001-349-765-0880x90851,study,someone,False,5G,2025-02-10 05:52:01,"-62.59032929924064,-20.524607450508512",reboot,,
40f5e59a-0fe3-4e92-9c29-9943317c89f3,(691)604-2369,wait,magazine,True,WiFi,2025-03-03 16:44:19,"-80.02835013837765,-63.65469778151436",SIM switch,,
808b202b-b9bf-4dec-9bb0-6168484fef89,956.672.6098,your,plant,True,WiFi,2025-03-26 20:36:27,"-39.589166116725096,-36.497325586922955",SIM switch,,
66a784b6-d712-4994-8f24-d70679497e2f,338-914-2291x92888,indeed,sell,False,LTE,2025-04-10 13:50:40,"18.179550207743034,-59.013429587896255",reboot,False,
a16a5f36-d4fb-4691-940c-27c2255607c6,379-874-7287x11871,reach,final,False,WiFi,2025-01-15 13:48:08,"45.39599541056509,-92.9661930253689",SIM switch,,
ee2cd9c9-fbf7-403a-bef2-0f8784698954,3966890822,church,return,True,LTE,2025-02-28 15:33:04,"35.45990799037223,-132.4165425810782",SIM switch,True,
00db23e4-8b6b-4a29-8496-d005f0884ab4,4344067064,tell,positive,True,LTE,2025-04-11 04:05:19,"-24.74773522330713,152.51845945752007",reboot,True,
fb81d2d6-34d1-4aa5-b834-6d060dd155a4,(813)638-3551,outside,paper,False,LTE,2025-03-03 20:09:18,"-62.30304626272995,62.24649535826339",SIM switch,False,
6e14663e-62e5-469c-ba19-e1e3807f8ce8,+1-755-488-5052x30969,trial,leader,False,5G,2025-03-07 16:25:23,"39.06753527292321,32.08976090566986",reboot,True,
b0571a2a-6302-427c-b8f1-d2d22b0cc3ca,313-627-3112,little,away,True,5G,2025-02-20 09:16:17,"-46.40491404976326,-175.1157804378843",SIM switch,,
e814cc19-21ae-403f-a2c6-99acd8240ab4,656.663.0877,will,standard,True,LTE,2025-01-01 03:53:46,"-53.10887860686309,-134.14751306465536",SIM switch,True,
b4245c02-7018-42ad-8216-4a380c331c43,612.322.6548x914,fast,similar,False,LTE,2025-01-20 21:59:15,"73.83411661060558,-103.21533998284912",reboot,,
a08b1c70-984a-46e2-af57-ef2dcc785f2b,001-476-610-6185x702,provide,clearly,False,WiFi,2025-03-10 13:10:57,"87.48902445376888,86.46850055155471",reboot,,
7b755393-684a-4a1a-94e0-0d9395c2a7e2,+1-494-946-8159x07942,good,father,True,WiFi,2025-02-21 10:37:52,"42.4082044023194,-136.54016022263255",SIM switch,,
f1f60263-1fc4-4288-b280-80b47e898910,(913)800-4300x1609,whether,necessary,False,5G,2025-03-29 13:16:38,"-84.98862922280973,-125.95791548801506",SIM switch,False,
549cabe7-74a2-4438-a6f9-5a9535225fb4,5958886190,specific,red,False,LTE,2025-01-30 11:50:28,"-71.50308455091235,151.7964674059662",reboot,False,
98d3d391-813e-4563-893e-bce2befa2437,293.681.7054x75683,court,since,False,5G,2025-01-01 21:23:03,"64.6808300680307,-109.74238611357694",SIM switch,False,
08482d93-5b35-40c7-b8cd-6ec40d411721,+1-225-416-1850,car,official,False,LTE,2025-01-08 15:39:46,"-2.5035715589841914,84.01959140861351",SIM switch,False,
a3d607d9-9f6b-4009-b021-387586055982,+1-944-690-6156x9023,note,increase,False,LTE,2025-03-09 21:08:26,"-35.28762446190648,134.42903891965904",SIM switch,,
771fe094-0942-405c-a3c6-9e924b306a24,(354)457-9529x605,pick,firm,True,LTE,2025-02-27 13:59:27,"-18.418025608640548,-132.8659782912161",reboot,False,
c68c5f0a-8cdf-478b-ba30-627d963ec78b,(835)521-4428,send,ok,False,5G,2025-01-10 04:23:46,"86.65346459276432,-142.56505178116365",SIM switch,True,
92aaf045-59bc-4239-bef5-6e75a34c91b1,+1-747-729-4728x397,professional,theory,False,5G,2025-01-12 03:19:14,"51.26377862767791,-33.049503494166316",SIM switch,False,
089dcf16-ad5f-481e-b9e0-64e4ea89011a,+1-688-711-5447x720,strong,blue,False,WiFi,2025-01-14 21:14:04,"-81.3212673687317,-54.77709378602485",SIM switch,False,
c733dd42-a278-43d0-97d1-a13b979c3746,001-614-261-8041x8881,light,physical,False,LTE,2025-03-10 17:04:23,"-52.85769403925894,25.348253584277643",SIM switch,True,
3f4c23ab-5577-4965-9231-8a76cc0bb8cf,(959)317-5499x1018,war,perform,True,WiFi,2025-03-22 13:10:07,"24.44948355949198,44.50282432377534",SIM switch,False,
e27cd92e-5432-4121-9e83-810b1e55ecb6,719.688.9980x671,several,a,True,5G,2025-02-13 01:54:28,"36.974350131869,-124.03375793144798",reboot,False,
68bd1f4a-3fd2-414a-a62c-bd78a5a631af,(409)752-0553,even,production,False,5G,2025-02-04 05:10:12,"48.194679571907216,-71.60650905306534",reboot,False,
71305f05-6e2e-4d1d-a896-688de854b48d,001-221-922-5429x5122,let,spend,True,LTE,2025-03-24 16:29:26,"48.989188337884485,-141.9722946983935",SIM switch,True,
5cc524e0-74b2-4963-97d6-5a2ea5673293,(591)522-0785,imagine,send,True,WiFi,2025-04-06 22:38:46,"64.52620575916404,144.99925611166822",SIM switch,True,
691f5a19-257f-4d12-a3b9-11b546ceb3d5,632.432.5524x8777,or,poor,True,5G,2025-02-26 07:09:46,"89.87270827070432,-116.38620495943266",reboot,,
2d723479-ec52-42d9-b8a8-faa1e6b03be4,001-536-346-2936x22673,experience,phone,False,5G,2025-02-28 20:21:04,"-58.61584451844586,-123.3762468265025",reboot,True,
06ff1591-3a1e-49d5-9cfa-1425f9eca4b3,591-393-0977x0734,may,bar,False,LTE,2025-03-16 01:59:28,"27.639121389121968,27.145603897879795",SIM switch,,
4606118c-4ea6-4fd8-b3a5-1ef93f5d8c22,(298)595-8710,site,administration,True,LTE,2025-04-21 18:57:25,"74.67002790342107,-178.54875236756166",reboot,False,
32192eb8-28e9-4291-a271-83b0f23d2aa7,001-321-317-6032,station,young,False,LTE,2025-03-01 06:08:34,"-26.528214541101853,3.033193732857967",reboot,True,
65e2edbe-caa7-482b-9190-c086db108414,842.359.9853x20333,and,exactly,False,5G,2025-02-16 11:28:58,"-61.42315743900943,-0.4255678623906931",SIM switch,True,
e5e9551f-628d-466f-a6fa-8fc8f9edcb4a,478.791.8443x7884,she,hear,False,5G,2025-02-12 17:55:27,"27.785234249235174,44.04158049068175",SIM switch,True,
f8812cfd-6ab3-4bba-9b54-b304698bd1e2,415.684.5377x4725,month,detail,True,5G,2025-03-01 09:50:50,"-3.313155616138971,-117.16862639508985",reboot,False,
b3ed22a8-4935-453c-9b4b-258cda7b2d7c,472-232-3803,inside,after,True,WiFi,2025-01-11 04:28:21,"58.84501823943205,139.3942082995291",SIM switch,True,
7412bfc0-5929-4ef3-a025-9d4f332c2064,(560)355-0012,these,soon,True,WiFi,2025-03-25 21:27:12,"-69.55312715295128,72.76689054470336",SIM switch,False,
01baafb4-1b6b-4fed-b6e7-927bc65f9f49,+1-712-313-8714x600,race,light,False,5G,2025-04-27 21:15:02,"-2.7725008409497036,29.79635509654136",SIM switch,,
f39a4789-17ed-4a23-ad0b-d7fe4e6575b7,293.808.1959x25737,east,heart,True,WiFi,2025-03-26 07:08:40,"-49.60855363702244,-84.68498962820709",reboot,True,
2791b61b-b553-4155-bd8d-d1aced873265,756-400-5938,use,similar,False,WiFi,2025-04-14 12:22:48,"56.09715562039247,108.49913688830668",reboot,,
fba83ac9-56c4-4648-84f6-9f3b0025ca4c,368-428-4290,fall,wait,True,5G,2025-02-16 05:59:44,"63.20763104552418,87.28388986048702",SIM switch,False,
ed77c771-82dc-4fd3-b54c-303d07eef289,437-587-7462x02292,relationship,store,True,5G,2025-03-28 06:08:18,"66.07365050613157,148.20596112161633",SIM switch,True,
5cc00d71-a2ca-4ed9-ae02-5d3b9a9130cc,(667)532-5559,least,know,False,WiFi,2025-03-14 00:35:02,"76.1074383043078,25.889176425712208",reboot,False,
d366c047-3ecb-4b16-a748-9c650dd92499,583-473-7814x0918,compare,next,True,5G,2025-03-30 21:02:34,"30.097900463077153,-5.322580818727374",SIM switch,True,
8088e4d3-72a2-43b6-92b9-ed3fd3342e08,470.819.5190,white,film,False,5G,2025-04-21 20:17:46,"-80.33577940419852,159.56158829757123",reboot,True,
420d1986-38e0-4cca-a8a4-ef6a0ad5f5fc,(351)612-0406,follow,improve,True,WiFi,2025-01-08 01:19:49,"-34.77227474377525,20.09725356116786",SIM switch,True,
f7124eae-743f-49b6-af24-778b9794094b,576-772-4975,foot,best,False,WiFi,2025-02-17 20:49:21,"32.247831519127985,157.00032994166685",reboot,False,
9b0a1fa1-cee1-4e34-b665-1e81e71b5c77,(868)862-6942,hair,city,True,LTE,2025-04-02 18:58:52,"-67.33417031746419,-126.55477682644678",SIM switch,,
4a710e5e-47eb-44ad-b6eb-d89147f3f395,899.530.9420x755,east,consumer,False,WiFi,2025-02-12 08:45:28,"31.52396845061736,101.30136109888855",reboot,False,
1ca1f285-b4f3-4827-9762-e40c2b5e5cf0,(299)237-5430,industry,impact,False,LTE,2025-01-01 16:27:43,"-53.96616379007391,175.86538335360365",SIM switch,False,
902307c6-1520-46d8-8477-da2839defa44,(490)463-1157x1479,teacher,get,True,5G,2025-01-16 11:55:17,"71.7921454480211,129.23193517954013",SIM switch,True,
3b8f184a-07a1-4d4e-9d30-0bf4c869e173,269-536-3710x6954,campaign,though,False,WiFi,2025-04-23 04:46:55,"-67.40262365813949,20.490379920227667",reboot,,
19a6ffc4-214f-43b8-868d-92908b4b13ac,001-376-880-9158x688,factor,information,False,LTE,2025-02-04 09:57:00,"70.29878765289425,57.59493183492691",SIM switch,True,
ff9950b4-4249-40e6-ab07-667cbe70b275,+1-743-634-5588x6251,wide,behavior,False,5G,2025-01-18 12:39:31,"74.21850638650099,163.5787903630674",reboot,True,
