subscriber_location,call_type,called_party,connection_time,cell_identity,geo_coordinates,b_number,calling_party,caller_id,a_number,callee_id,communication_type,originating_number,terminal_id,is_fraud,call_category,bts_id,start_time,tower_location,billable_seconds,terminating_number,call_start,setup_time,call_length,equipment_id,cell_id,duration,tower_id,service_type,call_duration,location,imei,device_id
,,,,,"64.8252,-62.6943",6150012594587,7536856595487,,,,voice_in,,,False,,,,,,,,23/08/2023 12:49:14,,IMEI_152787,,,,,1768,,,
,,,,,,,7165525987448,,,2287463440644,,,,False,voice_out,CELL_472,,,726,,,02/28/2023 05:02:05,,,,,,,,"61.0413,-78.5834",IMEI_555997,
,video_out,,,,,3660727664037,,,9745484277935,,,,IMEI_360852,False,,,,"28.2919,-150.5870",2397,,,01/31/2023 08:23:13,,,CELL_734,,,,,,,
,,,,,,6897195811959,,,,,,6372278559473,,False,,,,"-64.6243,104.5847",,,02/21/2023 20:34:04,,,,CELL_955,,,voice_out,3369,,IMEI_257376,
,voice_out,,,,,,,,2192672294815,,,,,False,,,,"60.7103,103.5349",,2882338381874,2023-12-18T10:46:22.000Z,,429,,CELL_458,,,,,,IMEI_224943,
,,6087964841552,,,,,,,,,voice_in,4204551491642,,False,,CELL_957,18/01/2023 18:59:56,"18.6714,10.3040",535,,,,,,,,,,,,IMEI_263031,
,,,,,,,,5896269224325,,8468483178395,,,,False,,,,"-17.2192,97.9834",,,,08/15/2023 02:38:03,,IMEI_178616,,2946,CELL_251,,,,,
,video_out,,,,,,,,,5989904367847,,4760086260310,,False,,CELL_796,,"33.3797,16.2423",896,,,11/29/2023 07:06:34,,IMEI_889374,,,,,,,,
,,2498602735180,,,"2.8921,158.5578",,3426260065422,,,,,,,True,video_out,CELL_537,10/19/2023 14:25:15,,1545,,,,,,,,,,,,IMEI_595436,
,,2794364773003,,,,,6605771140109,,,,,,IMEI_908224,False,,CELL_974,,,,,12/08/2023 01:51:38,,700,,,,,voice_in,,"23.6557,-116.0900",,
,,1711571703469,2023-04-21 07:30:52,,,,7806070140212,,,,video_out,,,False,,,,,,,,,591,,CELL_366,,,,,"-54.7227,165.7968",IMEI_935797,
,,,,,"62.2546,8.1526",3567884018868,,4801028876593,,,,,,False,conference,,08/28/2023 10:15:49,,,,,,,,CELL_958,,,,3247,,IMEI_255577,
,,,,CELL_913,,,9877810292858,,,,video_in,,,False,,,17/07/2023 01:29:47,"-65.2037,-19.8176",,2447350355358,,,,,,,,,2328,,,
,,,,,,3882070134983,2043926258607,,,,,,,False,,,2023-12-09T13:08:19.000Z,,249,,,,,,,,CELL_314,,,"-8.6909,153.5409",IMEI_169390,
,,,,CELL_935,"67.8690,-124.3368",7368224642316,,,2580746467757,,,,,False,video_in,,08/15/2023 01:31:16,,2655,,,,,,,,,,,,,IMEI_938695
"18.0383,177.0360",voice_in,,,,,6815281146370,,7745455662494,,,,,,True,,,,,,,,07/01/2023 21:13:26,,IMEI_105071,,,CELL_578,,1962,,,
,,,2023-09-16T17:45:12.000Z,,"-84.3621,-119.9725",,6044742256783,,,,video_in,,,False,,CELL_375,,,,6919206228227,,,,IMEI_628056,,1107,,,,,,
,video_out,,2023-04-12T04:55:00.000Z,,"48.8596,132.0550",,3106659616845,,,,,,,False,,CELL_851,,,,2530789711272,,,,,,,,,2992,,,IMEI_529213
,,,,,,,7931106097156,,,,,,,False,,,,"32.1680,-56.6563",,1500402826321,,1695707520,,,,3419,CELL_737,voice_out,,,IMEI_262677,
"-47.2029,-65.1299",,3060844601270,,,,,,,2589043401025,,,,,True,conference,CELL_725,,,46,,,12/17/2023 05:58:46,,IMEI_107234,,,,,,,,
"10.0780,14.5884",,2343984982576,2023-05-28T13:24:30.000Z,,,,3323487004107,,,,,,,False,voice_in,,,,1372,,,,,IMEI_340921,CELL_235,,,,,,,
"-8.4969,37.0786",,,,,,6643246402124,,,,,,9460282527844,,False,conference,,08/24/2023 20:45:54,,,,,,,,CELL_571,2816,,,,,,IMEI_763520
,conference,7677290439421,1680482621,CELL_268,"42.4806,64.4579",,,,9377461176558,,,,IMEI_818320,False,,,,,3544,,,,,,,,,,,,,
,,8522541189700,12/03/2023 04:04:39,,"83.5910,65.1383",,,,,,,1546856237665,,False,,,,,2206,,,,,,,,CELL_116,video_out,,,IMEI_815306,
,,,,,"-4.8653,-126.4381",,,,2379446245524,4210066667676,,,,False,video_out,,,,2537,,03/25/2023 01:59:17,,,IMEI_448269,,,CELL_797,,,,,
,,,10/18/2023 07:05:50,,,,2970358350223,,,,voice_in,,IMEI_182240,False,,,,,,5730150079512,,,1829,,,,CELL_320,,,"3.5710,69.0180",,
,video_out,,,,"39.3949,-103.7951",,,,6303629538467,5491669923196,,,IMEI_330595,False,,CELL_580,,,,,,27/02/2023 02:52:48,,,,,,,3307,,,
,video_in,3867968360129,,,,,,,1579647691719,,,,,False,,,,"26.6856,-69.2079",,,2023-10-19 00:43:58,,,,CELL_236,2993,,,,,IMEI_931268,
,,,09/08/2023 05:56:30,,,,,,8042144336629,6557768327716,,,,False,,,,,,,,,1652,IMEI_430783,,,CELL_494,voice_out,,"1.2471,-18.1445",,
,,,,,,7111204358975,,,,,,7263569492793,IMEI_892541,False,,,,"33.4967,42.6475",3035,,,2023-02-20 22:47:50,,,CELL_883,,,,,,,
,video_in,,,,,,,,7048486920105,,,,,False,,,,,,8422746960579,,2023-03-01 21:49:57,,,,,CELL_205,,2989,"49.8718,179.7401",IMEI_703217,
,,,,,,,,,1656426987853,,,,,False,,,,,,3601198128959,,1697352329,2616,,,,,,,,,
,,,,CELL_421,"-80.9715,-27.6727",3432394777600,7994133881971,,,,video_out,,IMEI_120204,False,,,06/17/2023 06:49:33,,,,,,,,,3393,,,,,,
,video_in,,,,,8241245864348,,7502102824343,,,,,,False,,,,,,,1679813794,,2599,,,,CELL_127,,,"13.0314,144.0798",,IMEI_463670
,,,,,"-38.3967,172.3442",,,,1228976184018,,,,,False,voice_out,CELL_596,,,,1240478107795,,04/14/2023 14:46:03,,IMEI_880101,,,,,1958,,,
,,,,,,,,,8018687319698,,voice_out,,,False,,,,,,5209767539060,2023-06-10 06:40:59,,,IMEI_601253,,3428,CELL_627,,,"28.2734,123.6503",,
"-70.4667,147.6827",,,,CELL_337,,,,6178283488046,,,voice_out,,,False,,,,,,5406587201012,1692043037,,,,,,,,68,,,IMEI_330592
,,,,,,6294479217393,,,,,,9893776247673,,True,,,,,,,1703601339,,,IMEI_907065,,,CELL_677,voice_in,3344,"-71.7636,-85.6020",,
,conference,2242797691509,01/06/2023 22:40:54,,"-33.6386,33.3440",,,,,,,1076653258353,,False,,,,,,,,,,IMEI_580478,,,CELL_959,,1010,,,
,,3484126512942,,,,,,2282017148261,,,voice_out,,,False,,,2023-10-21 07:21:27,"-70.1380,-50.8489",2694,,,,,,,,,,,,IMEI_628598,
,video_in,,,,,,,,2584765098772,,,,,False,,,2023-06-24 13:55:23,"31.1752,20.0534",799,7911723187589,,,,,CELL_325,,,,,,IMEI_385241,
,,,1690056559,,,,2288289012544,,,4267184453726,,,,False,,CELL_243,,,2004,,,,,,,,,video_out,,"42.4848,-44.9654",,IMEI_820389
,,8660647854280,,,,,,,,,,4117420629816,,False,,,,,1919,,11/08/2023 17:54:53,,,,CELL_633,,,conference,,"-17.0092,-0.2568",,IMEI_376128
,,,,,"-73.1698,-145.0855",,,2436637386595,,,,,IMEI_102750,False,,CELL_439,,,3542,4170782343166,,2023-06-10T07:37:19.000Z,,,,,,voice_out,,,,
,,,2023-06-30 20:49:35,,,,,8645723024101,,2195687530696,voice_out,,IMEI_261759,False,,,,"74.6582,-114.7991",2532,,,,,,CELL_562,,,,,,,
,,,1702010820,CELL_497,,3456727362809,,,6935003629405,,,,,False,,,,"37.7445,15.7334",,,,,540,,,,,voice_out,,,IMEI_523102,
,video_in,,,CELL_172,"-22.2860,-114.4238",,,,,6162786365048,,7745315787164,,False,,,,,,,,2023-06-10T09:52:45.000Z,,IMEI_867952,,1669,,,,,,
"24.3026,-48.4080",,2820933525969,,,,,,,,,,3503945783392,IMEI_651094,False,video_out,,2023-02-25T04:33:45.000Z,,,,,,859,,,,,,,,,
"24.2376,-86.0780",voice_in,1944999339429,,,,,,,7338243654286,,,,,False,,CELL_760,12/26/2023 04:47:26,,,,,,771,,,,,,,,,IMEI_128487
,,,,,"-76.1680,13.1421",5787617651086,,,1995547572209,,voice_out,,IMEI_720263,False,,CELL_759,2023-04-25 20:44:49,,,,,,2098,,,,,,,,,
,,,,CELL_846,,,,,6468788010071,2248010052942,,,,False,,,13/04/2023 15:16:28,,,,,,,,,,,voice_in,2567,"-3.8596,166.3464",IMEI_402844,
,,,,,,,5416140586991,,,,,,,False,,CELL_186,,"-14.1672,-72.7883",,5166030556076,,1688899660,622,,,,,video_in,,,,IMEI_332445
,,,08/31/2023 12:03:11,,,1827309131541,,7747567881058,,,,,IMEI_546505,True,,,,,,,,,,,CELL_597,,,video_out,2935,"29.0464,-155.8387",,
,,,09/04/2023 02:34:34,,"-9.5815,-174.5124",4489348370697,,,9222035159406,,,,,False,,,,,,,,,691,IMEI_373757,CELL_605,,,voice_in,,,,
,video_out,,,CELL_509,,,,,,1663335289487,,6194242057291,,False,,,2023-11-13 12:36:58,,,,,,,,,,,,1762,"-69.8032,139.6490",IMEI_307102,
,,,,,,,,,,6190481564321,voice_in,5766433628723,IMEI_296608,False,,CELL_788,,"-86.5838,57.0443",,,,04/14/2023 05:33:35,,,,,,,3415,,,
"54.4522,-26.4741",video_in,,,,,5461079653497,5289425940462,,,,,,,False,,CELL_594,,,,,,05/31/2023 23:46:42,,,,,,,2530,,,IMEI_695679
,conference,,,CELL_974,,8136407972931,,,2282332511471,,,,,False,,,1692626625,"70.6866,111.8747",3305,,,,,,,,,,,,,IMEI_732072
,,1335384583701,,,,,5414736528201,,,,,,,False,,,,,474,,,2023-03-15 17:48:53,,,CELL_813,,,voice_out,,"-33.0009,-152.0838",,
"18.9185,89.9269",,,,,,8989329564802,5826421268680,,,,,,IMEI_371680,False,video_in,CELL_100,,,,,,06/23/2023 20:26:02,149,,,,,,,,,
"42.4208,-77.5321",,,,,,,,,,,,2664070895908,IMEI_779091,False,,CELL_925,27/08/2023 18:35:29,,,4680565104524,,,98,,,,,,,,,
,,,29/12/2023 16:18:48,,"60.3856,157.8020",,2860457777021,,,8351652551645,,,IMEI_591586,False,,,,,,,,,,,,,CELL_248,conference,587,,,
"87.6380,-131.7843",voice_out,,30/05/2023 00:37:00,,,,,5606618615644,,,,,,False,,,,,,5782437224550,,,,,CELL_649,1182,,,,,,IMEI_751940
,,,,,,,,,5275451001685,,video_in,,,False,,,25/07/2023 01:57:08,,,1737343834167,,,,IMEI_315306,CELL_665,84,,,,"4.2639,66.6451",,
,,,09/02/2023 06:10:00,,,,,,,,,3162681229169,,False,voice_in,CELL_551,,"54.2904,61.7208",1574,7447095247299,,,,IMEI_453888,,,,,,,,
,,,,,,,,,,8460612033520,,6175233725314,IMEI_212382,True,video_out,,09/12/2023 01:23:58,"-55.5327,-103.2027",,,,,6,,CELL_357,,,,,,,
,,,,,,,,7845790855693,,8894424541209,video_out,,,False,,CELL_578,1685264989,,,,,,1085,,,,,,,,IMEI_101479,
"-82.6100,-89.7652",,,,,,,,,9776590854880,,,,IMEI_701233,False,voice_in,,,,,9727173319692,,2023-03-01T17:26:54.000Z,,,CELL_862,393,,,,,,
"56.1513,76.7347",,3696437028323,08/07/2023 03:33:23,,,,9575302165849,,,,voice_out,,IMEI_393813,False,,CELL_188,,,936,,,,,,,,,,,,,
,,,13/07/2023 08:01:50,CELL_398,,,1729244196105,,,4558546575929,voice_out,,,False,,,,"7.8369,-150.2759",,,,,,,,279,,,,,,IMEI_174437
,,6764550359253,2023-02-08T10:13:01.000Z,CELL_456,,,,,,,conference,2585325431309,,False,,,,"71.4123,-110.1797",683,,,,,,,,,,,,,
,voice_out,,01/27/2023 17:21:19,,,,,,8362774183965,9855980132960,,,IMEI_525433,False,,,,,,,,,699,,,,CELL_966,,,"57.3410,107.1672",,
,,1409740788718,,CELL_467,,,9570735260457,,,,,,,False,,,2023-09-05T02:11:13.000Z,,229,,,,,IMEI_611631,,,,conference,,"86.4499,64.4422",,
,,,,,,,3129336628235,,,9284355652430,voice_in,,,False,,,,"59.4897,151.5550",2990,,1684308784,,,,,,CELL_822,,,,IMEI_324778,
"14.6838,-53.6498",,,,CELL_845,,,,,,,voice_out,9204342405480,,False,,,,,,2320841769375,1678757842,,339,,,,,,,,,IMEI_368402
"50.6196,52.2458",,,06/03/2023 23:05:11,CELL_380,,7289722060112,,,4435441547775,,video_in,,,False,,,,,1362,,,,,,,,,,,,IMEI_309713,
,,,,CELL_728,,8953090025362,,4655701448440,,,,,,False,,,,,,,07/05/2023 02:25:37,,,,,,,video_in,1629,,,IMEI_461647
,,,,,,,,,,4326425010459,voice_out,4513380720526,IMEI_421808,False,,,16/03/2023 16:58:51,,,,,,,,,1907,CELL_570,,,"6.2090,90.1065",,
"78.3652,177.0945",,,,,,9534921475624,,,9346276021590,,,,,False,voice_in,CELL_427,04/12/2023 07:55:52,,,,,,,,,811,,,,,,IMEI_765530
,,,,CELL_513,"63.8367,-48.1563",,,,,,,3318043634501,IMEI_682252,False,,,1688565161,,,1764859072742,,,1255,,,,,video_out,,,,
,,,,,"8.7567,46.0193",,,,,4453807535619,,3180550506267,,False,conference,,2023-03-08 09:18:53,,843,,,,,IMEI_635132,CELL_424,,,,,,,
,,,,,,,,2227900571071,,,,,,False,voice_in,,01/20/2023 06:32:14,,,6931258981260,,,,,CELL_756,,,,1767,"-64.3863,-177.5872",IMEI_785574,
"40.3797,-40.0638",,2184589728181,,CELL_951,,,6549002432693,,,,,,IMEI_288076,False,,,,,,,,2023-06-09 10:19:48,,,,,,video_in,1908,,,
"82.7736,-74.8316",,2417782044283,,CELL_104,,,,,,,voice_in,3316427685502,,False,,,,,,,2023-11-03T15:26:31.000Z,,,IMEI_264746,,920,,,,,,
,,,,CELL_930,,,4061912875297,,,9182944180336,,,,False,video_in,,2023-11-16T00:35:18.000Z,,3240,,,,,IMEI_519158,,,,,,"2.0331,-107.2450",,
"70.6758,-136.5986",conference,,,CELL_595,,,,,1040866026420,6762473299552,,,,False,,,,,2427,,1689444293,,,,,,,,,,,IMEI_957078
,conference,,,CELL_344,,,,,1764419768123,3867015137057,,,,False,,,01/11/2023 03:16:46,"-57.8086,-102.3144",,,,,906,,,,,,,,IMEI_539308,
"-74.9282,-20.8851",,,,,,7164697994716,2821831692500,,,,,,,False,conference,,08/05/2023 15:44:46,,,,,,,,,,CELL_141,,1207,,,IMEI_741716
,voice_out,,2023-04-14T16:24:34.000Z,,,,,1520235340827,,3610683482396,,,,False,,,,"-59.4408,25.7259",,,,,,IMEI_187402,,,CELL_828,,3561,,,
,,,,,,,,,,9661873472033,,3387471628619,,True,,CELL_555,,"-63.7931,-166.9796",,,,2023-12-08 17:58:40,,,,,,voice_in,1693,,IMEI_918904,
,,1951659720524,07/05/2023 12:19:34,,,,,,8826397789099,,,,,False,voice_out,CELL_353,,,,,,,2629,IMEI_473089,,,,,,"-74.6257,-80.7681",,
,conference,,12/05/2023 18:59:26,,,,,1028051240283,,9927759892961,,,,False,,,,,,,,,,,,,CELL_725,,2604,,,IMEI_373192
,,,,,,2565686240812,2174728505213,,,,,,IMEI_823558,False,conference,,,,,,1681508392,,,,,,CELL_281,,428,"33.6634,133.1401",,
,,4939204450985,,CELL_127,,,,,,,,5994823874736,,False,video_out,,,,,,1694599185,,1434,IMEI_689838,,,,,,"3.7717,174.9270",,
,,6294726912427,,,,,9931392354048,,,,,,,False,,CELL_723,,"59.2409,155.0995",,,2023-12-14T01:21:13.000Z,,,IMEI_381153,,,,voice_in,2664,,,
"-51.6678,33.9726",,,,CELL_823,,,,,,9655303734045,video_in,9077987913858,,False,,,2023-02-09 09:05:53,,,,,,,,,2101,,,,,,
,,,2023-07-23 03:09:12,,,2312785852064,1153193791138,,,,,,,False,voice_in,,,,,,,,,,CELL_927,,,,808,"19.2927,-75.5844",IMEI_497803,
,,,,,"55.0568,49.7805",,,,3988525603592,3133531573857,,,,False,,CELL_860,11/01/2023 06:56:28,,,,,,,IMEI_540307,,,,voice_in,575,,,
,video_out,,,,"87.9516,130.6615",6216358381088,,6443898317747,,,,,,False,,CELL_580,29/05/2023 01:08:59,,1315,,,,,,,,,,,,IMEI_157070,
,,,,,"25.6022,-154.2610",,8152206930167,,,,,,IMEI_774651,False,voice_in,,,,1486,6688987805049,2023-11-01T03:24:25.000Z,,,,,,CELL_548,,,,,
"-56.9837,1.3489",,,,,,,,,,,voice_in,7326897579494,,False,,,,,,9999712425166,,14/12/2023 03:37:32,,,CELL_689,650,,,,,IMEI_138345,
,,5851815155843,,CELL_216,"82.9642,39.0194",,9189964410102,,,,,,IMEI_718333,False,,,08/24/2023 07:58:51,,,,,,298,,,,,voice_in,,,,
"18.8857,137.5934",,,2023-11-20 18:02:11,,,,6790124799592,,,2256647195768,,,,False,voice_out,,,,1986,,,,,,CELL_713,,,,,,,IMEI_998365
,,,,CELL_912,,,,8689771010076,,7644740689963,,,IMEI_256085,False,,,,,3296,,1689291835,,,,,,,video_out,,"-33.5762,-91.5990",,
"34.6186,-92.6514",,,,,,6690628475325,,,6655996940780,,voice_in,,,True,,CELL_818,,,,,,2023-12-10T19:59:09.000Z,,IMEI_379389,,,,,3470,,,
,,,,,,,,,1248817840332,,,,IMEI_573785,False,conference,,03/05/2023 17:27:19,"40.3823,20.1193",3329,5820773136650,,,,,CELL_430,,,,,,,
,,,,,,8470968373467,,6130997054398,,,video_out,,,False,,,2023-07-04 04:08:14,"-73.4364,20.0233",,,,,,,,317,CELL_779,,,,IMEI_587539,
,,,,,,,,,3372337571878,,,,,False,voice_out,,24/01/2023 06:29:24,"-70.5729,-119.1274",,7103722976679,,,,,,,CELL_904,,2873,,,IMEI_555693
,video_out,,,,"43.5703,-22.8732",,,,3383358604248,5082160570001,,,,False,,CELL_318,,,1806,,,1689941724,,,,,,,,,,IMEI_876024
,video_in,,,,"-42.7327,82.7189",,,,,,,3353828215085,,False,,,28/04/2023 15:29:59,,,6271061462021,,,,,CELL_734,,,,2830,,,
,,6789955336662,,,,,,,,,voice_out,4961049407382,IMEI_594365,False,,CELL_708,1690783835,,,,,,,,,1378,,,,,,
,,,,,,,,7943999233103,,,,,,False,,,,"88.0929,13.6236",,3607403113319,2023-12-25 12:12:25,,,,,1541,CELL_980,,,,IMEI_829548,
"-31.5018,-96.8205",voice_in,,03/08/2023 06:41:54,,,2465076525440,9764758913873,,,,,,,False,,CELL_783,,,,,,,,,,611,,,,,IMEI_104881,
"-16.3305,-84.2392",video_in,5785274979324,,,,,,8176994393286,,,,,,False,,,,,,,,2023-01-19 19:31:16,,,,,,,58,,IMEI_583454,
,,,,CELL_255,"8.6148,-156.4013",,,4133543232736,,8661520999487,video_out,,,False,,,,,299,,,1683813425,,IMEI_164478,,,,,,,,
,,,,,,,1181213657478,,,8762907520514,,,,True,conference,CELL_126,,"-59.2872,36.7442",,,,03/24/2023 05:35:37,,IMEI_545034,,,,,1974,,,
,,,1692740838,,"77.6530,-175.3600",4314254027432,,6039337370084,,,,,IMEI_723443,False,video_in,CELL_237,,,3407,,,,,,,,,,,,,
,,,,,,,,,,9496215504705,video_out,7069715969520,,False,,,,,,,1679036036,,,,,,CELL_598,,1698,"-12.6420,-116.6574",IMEI_699939,
,,,,CELL_637,"10.4127,-148.0832",,3273638893506,,,,,,,False,video_in,,2023-12-10T10:38:22.000Z,,,8904570083767,,,,,,,,,455,,IMEI_197229,
,,,,,"46.3425,54.3683",,2015151094666,,,,,,IMEI_430157,False,,CELL_228,,,2819,2987931041325,,2023-03-27T12:26:16.000Z,,,,,,video_in,,,,
,,,2023-01-23T05:04:14.000Z,,,,4885393343643,,,6600684271228,,,IMEI_961238,False,voice_in,CELL_704,,"73.1742,-13.5209",1511,,,,,,,,,,,,,
,,,,CELL_911,,8966153454695,3474449248377,,,,voice_out,,,False,,,,,194,,,2023-12-30T02:34:05.000Z,,IMEI_421815,,,,,,,,
,,,,,,,,,5133528416716,,,,,False,,,2023-08-20 12:27:52,"75.8699,-130.3932",1543,6704404275276,,,,,CELL_971,,,video_out,,,IMEI_988883,
,,2518135344199,,,,,2819368237336,,,,,,,False,voice_in,CELL_594,,"33.5492,35.7960",,,,05/02/2023 08:39:43,841,IMEI_296929,,,,,,,,
"70.0936,20.4965",,,,,,,,5585008531467,,3515145370466,,,,False,video_out,,,,,,,07/27/2023 04:05:11,3567,,CELL_502,,,,,,IMEI_540842,
,,,,,"-3.6737,-12.9582",9456828035138,,,,,video_out,8559380858800,,False,,CELL_922,03/21/2023 02:06:40,,,,,,,,,,,,3233,,IMEI_340548,
,,,,CELL_566,,7909965758491,,,5641830489187,,voice_in,,IMEI_807648,False,,,05/03/2023 23:10:50,"58.6250,148.5671",,,,,,,,,,,1137,,,
,voice_out,,29/12/2023 02:15:44,,,,6658890731895,,,,,,,False,,CELL_602,,"-35.3032,-109.7039",,8009281815422,,,2934,IMEI_803487,,,,,,,,
,,,2023-05-15 22:48:57,,,,,,5016172609957,,,,IMEI_583151,False,video_out,,,"-24.3574,-12.7358",,2243905772216,,,,,CELL_702,,,,2641,,,
,,,,,,,,5307202306299,,,voice_out,,,False,,,2023-02-13T17:56:24.000Z,"84.9347,-178.8572",,2280128137287,,,,,CELL_983,12,,,,,IMEI_133906,
,,2047414007545,,,"-23.2815,-87.2819",,,,7756662395293,,,,,False,voice_out,,15/05/2023 13:53:18,,,,,,2141,,CELL_207,,,,,,IMEI_685789,
"-81.2842,-33.9195",,,24/11/2023 05:29:10,,,,,,,,,6976773691907,,False,,CELL_986,,,,9814574890887,,,,,,947,,conference,,,,IMEI_920466
,,5576199830003,,CELL_827,,,,,,,conference,7911742011791,,False,,,,"-87.9132,100.7584",,,,06/11/2023 06:01:44,3124,,,,,,,,IMEI_184514,
,,,,,"-26.5247,-163.8166",3067046280658,,,6210748611782,,voice_in,,IMEI_558183,False,,CELL_217,1675686680,,,,,,3268,,,,,,,,,
,,6730753742562,,,,,8423105386992,,,,,,,False,,,1673476535,,,,,,,,CELL_897,,,voice_out,1557,"38.1326,75.5812",,IMEI_867141
"51.2386,-104.9296",video_out,,,,,8958227578370,,2302526672509,,,,,IMEI_307211,False,,,,,,,1692545202,,,,,,,,2804,,,
,voice_in,,,,,,,,,,,8663780147138,,False,,,09/23/2023 12:24:16,"16.1656,36.2897",,2498472752032,,,,,,,CELL_927,,1535,,IMEI_484340,
"37.0309,106.2162",,,,CELL_688,,2981379327709,7379213919887,,,,,,,True,video_in,,2023-04-11 12:50:24,,,,,,,,,,,,1474,,,IMEI_622385
,,9578539623922,,,,,,9867312474564,,,,,,False,,CELL_723,,,,,,1696347925,,IMEI_330266,,,,voice_in,1833,"-81.5454,4.1137",,
"61.1788,-138.3344",,,,CELL_161,,,,,2678303834435,3608047125783,voice_out,,,False,,,2023-09-29 04:55:52,,2168,,,,,,,,,,,,IMEI_946794,
,video_out,2315197225498,2023-12-13T10:31:51.000Z,,,,,3956206204530,,,,,IMEI_925203,False,,,,"9.1683,-86.1940",3233,,,,,,,,CELL_727,,,,,
,,,,,"35.1895,-106.1011",4722002932686,,,,,voice_out,1023099684419,,True,,,2023-04-25T13:14:37.000Z,,,,,,,,CELL_862,,,,2881,,,
,,,,CELL_419,,,,,,,,9808889888193,,True,voice_out,,,,,9712276548962,1675186008,,1970,,,,,,,"-83.6735,178.8219",,IMEI_532693
,,,2023-12-13T02:37:12.000Z,,,2492275201439,,1609208917767,,,voice_out,,,False,,,,,,,,,,,CELL_395,,,,3402,"51.6131,-64.4018",,IMEI_521801
,,,,,,2264488385063,,,,,,7400838186292,,False,,,,"80.0894,-6.8138",2718,,,06/06/2023 05:13:59,,,,,CELL_737,voice_out,,,,IMEI_215299
,,,,,,3207224134676,9721074107743,,,,,,,False,,CELL_945,1685214779,,751,,,,,,,,,,,"26.8641,21.2466",IMEI_861683,
,,,,CELL_706,,7176138206482,3998584476530,,,,,,,False,video_out,,,"62.6254,54.2743",1511,,2023-03-24T00:50:13.000Z,,,,,,,,,,,IMEI_468580
"-23.7266,-82.6972",,,,,,,,,,5950474609425,,9716522456958,,False,,,,,,,,23/12/2023 20:49:05,3059,IMEI_461952,CELL_707,,,voice_out,,,,
,,,,,,,,,2279354818960,7785394472374,,,,False,voice_in,,,"-22.1729,57.4708",1238,,08/11/2023 09:57:09,,,,CELL_715,,,,,,,IMEI_640807
,,1746845318914,,,"59.3797,-29.5421",,6312426490550,,,,,,,False,video_in,,,,1103,,,2023-05-05T03:07:22.000Z,,IMEI_141253,,,,,,,,
"60.5426,-114.2408",video_in,4921044611151,,,,,,,,,,9586807658951,,False,,,,,,,,1695701689,,,CELL_366,,,,1655,,,
,,,2023-04-26 22:24:03,,,2610220923438,,5054778803250,,,voice_out,,,False,,,,,,,,,,IMEI_370863,CELL_835,2716,,,,"13.5196,179.4043",,
"3.6376,-170.3889",,,,,,,2100468536450,,,,,,IMEI_939292,False,,,,,,9802383402521,04/04/2023 18:27:42,,,,,,CELL_556,video_in,3391,,,
,,,,,,,,9250101960160,,5321653268558,conference,,,False,,CELL_577,,"-73.6439,105.5593",,,2023-02-23 19:47:36,,,,,,,,3473,,,IMEI_717084
,voice_in,,,,,,,,8973043224288,6941798349229,,,IMEI_919466,False,,CELL_389,,"6.0308,-131.4379",,,1695653535,,,,,3090,,,,,,
,,,1695926215,CELL_368,,,,,,,,1872724825991,,False,video_in,,,,,3775389430625,,,,,,,,,1578,"23.7871,13.6442",,IMEI_761448
,,,,,,,6509896943816,,,7501096177747,,,,False,,,,"-44.4750,-49.9582",,,1701012290,,,IMEI_147352,,,CELL_847,,3160,,,
"-26.5757,7.4167",video_in,,,,,,,,,,,1999194562847,,False,,CELL_491,,,,6480142736250,,12/02/2023 06:23:31,,,,,,,1563,,,IMEI_154507
,,4893528526026,,,,,,,5820464570133,,,,,False,,,18/08/2023 07:01:18,,,,,,,,,,CELL_538,voice_in,223,"-77.5369,166.5791",IMEI_790005,
"-70.4279,-107.9909",video_in,,08/28/2023 05:36:34,,,,,,,,,9357589511980,,False,,,,,,9419943849498,,,,,,,CELL_436,,318,,IMEI_407060,
"-75.1440,-156.0011",,,,,,1568430829867,,6399974432819,,,,,,False,,,2023-05-21 00:22:50,,,,,,,IMEI_233872,CELL_560,,,voice_in,565,,,
,,6113745863594,,CELL_545,"-9.3550,-129.6720",,,,,,conference,9400703080846,,False,,,,,2649,,10/10/2023 16:44:12,,,IMEI_470886,,,,,,,,
,,9894393054579,,CELL_612,,,,,7442781004427,,,,IMEI_912322,False,video_in,,,"4.4570,25.6578",,,,1690830587,,,,3422,,,,,,
"-82.9671,43.7396",,,,,,,,8282107684126,,,,,IMEI_721770,False,voice_out,,,,,8941370873255,,2023-05-27T15:09:53.000Z,,,CELL_663,1472,,,,,,
,voice_in,,,,,,,,,1099297377896,,5234601122513,IMEI_728891,False,,,,,,,,07/08/2023 11:49:47,,,,,CELL_169,,2922,"25.8439,173.3616",,
"52.7611,-171.6127",,,,,,1469027334340,,,,,video_in,9449528758708,,False,,,,,,,,1677345126,1259,IMEI_373815,,,CELL_356,,,,,
,,2355731573747,,CELL_723,,,,,8881294110768,,,,IMEI_375161,False,conference,,,,,,12/28/2023 04:41:43,,,,,1023,,,,"-51.8847,-63.9337",,
,,,,,,1591894527947,,,7460428927277,,video_out,,,False,,,04/12/2023 03:37:08,,2447,,,,,IMEI_393572,,,CELL_786,,,"3.0592,-107.4259",,
,conference,5064857367560,,,,,,9680239410753,,,,,,False,,,12/03/2023 13:17:55,,3403,,,,,IMEI_684839,CELL_893,,,,,"42.6251,-101.0958",,
