network_type,device_os,platform,bearer_type,geo_coordinates,is_roaming,phone_number,device_type,user_id,msisdn,event_time,action,os_type,os_version,cell_location,transaction_id,event_name,is_fraud,event_type,event_id,terminal_model,tracking_id,home_network,session_id,service_action,connection_type,timestamp,position,access_technology,subscriber_id,roaming_active,device_model,handset,roaming_status,location,log_time,recorded_at
,,,,"38.0600,128.5543",False,4142117439273,,,,,,,Android 12,,feca9abe-d4b5-461c-b882-940101cf6b63,,False,,,,,,,location_change,WiFi,,,,,,,Vivo V25,,,03/04/2023 12:50:09,
,,,,,,,,,,,,Android 11,,"-63.1716,29.2422",,power_on,False,,,,,,1660e718-a959-4f42-833b-65ba0ebe159e,,5G,,,,7148717780134,False,Pixel 6,,,,,26/03/2023 09:40:21
,iOS 16,,WiFi,,False,6634215559203,,,,,,,,"-10.6661,26.5890",,,False,power_on,,iPhone 13,20546662-23c2-43bc-bf48-6f538d32efbd,,,,,1692670084,,,,,,,,,,
,,iOS 15,3G,,,1460487166409,Oppo F21,,,2023-03-19T13:38:17.000Z,,,,,0915ec56-4569-43fa-8403-46e893305744,,False,app_launch,,,,False,,,,,,,,,,,,"-89.9421,163.4849",,
,Android 12,,,,,3867471721012,,,,,,,,"67.1773,-9.3530",,SIM switch,False,,,Pixel 6,,False,9c2740a3-7c07-43b5-a1d9-0f682e9d82ce,,WiFi,,,,,,,,,,12/08/2023 08:26:13,
,,Android 11,2G,,,,,7738625794359,,06/11/2023 13:49:12,,,,,,,False,,,,,,b9b7fafe-7f5d-4403-b7dd-d40d7aa064d6,location_change,,,"-33.4560,45.6507",,,False,,Pixel 6,,,,
,Android 11,,,,,,,,8270325190414,,,,,"-11.2991,-0.4497",,,False,,,Pixel 7,,True,f4d9f2cc-ca1a-4dbf-a518-89b5017a0d28,power_on,5G,06/30/2023 03:49:33,,,,,,,,,,
WiFi,,Android 12,,,,3012554655177,,,,,power_on,,,"8.8578,-157.3662",,,False,,76931a3f-3aa1-4fd0-b8ca-a7c131322b6f,,,True,,,,,,,,,Vivo V25,,,,2023-03-18T04:38:13.000Z,
,,,,"-39.3507,-127.9479",,4722149706863,Samsung Galaxy S22,,,,SIM switch,Android 11,,,10af2f9a-9509-4a30-9c34-51a1aff3ebfa,,False,,,,,,,,,,,2G,,True,,,,,1680311408,
WiFi,,Android 13,,"-78.6822,-40.2073",False,3854293089634,,,,,,,,,,,False,,abc433fe-04c2-4db2-b088-514052f3afee,iPhone 14,,,,SIM switch,,,,,,,,,,,,09/14/2023 11:21:55
,,iOS 15,,"59.4157,-38.7729",,,,,,05/02/2023 14:38:18,,,,,78f81a70-13f0-4a27-a5b8-c6bdef582b83,,False,app_launch,,Realme GT,,,,,WiFi,,,,7307298995582,,,,True,,,
,,,,,,,OnePlus 10,,,,power_on,iOS 16,,"-62.3511,-125.3429",,,False,,,,,True,94ac3c3e-e604-456c-96d9-152abf913882,,,21/06/2023 10:07:56,,,5431358498454,,,,,,,
,,,,"-5.7650,-156.9278",,4915204451425,iPhone 14,,,,power_on,,Android 12,,,,False,,,,0a059de4-b2b2-4a15-8f7f-2e79b5f8df18,True,,,WiFi,,,,,,,,,,13/05/2023 09:21:22,
,,Android 13,WiFi,"86.3004,17.1587",,,Pixel 6,,2372634302726,,power_on,,,,,,False,,,,,,97d8f1ef-093c-4016-9bcb-c7747c5d8e52,,,2023-03-30T20:09:02.000Z,,,,,,,False,,,
2G,,Android 12,,"86.8998,90.7637",,,,6837687589005,,,,,,,fabbc54d-79ad-4d61-9bbd-a82938e3ac3f,,False,SIM switch,,,,,,,,,,,,,Samsung Galaxy S22,,False,,1690187932,
,,,WiFi,,,5650509918310,,,,,SIM switch,iOS 16,,,ed8fc21f-8b77-4736-8b9c-0c9f1fba3dff,,False,,,,,False,,,,2023-01-25 20:33:08,,,,,,Realme GT,,"-76.3370,-129.7818",,
,Android 13,,,,,,,,2544048161419,,,,,,,,False,SIM switch,,,7df6a6af-2c24-46b3-abd0-4ed1c0cdaaa8,False,,,WiFi,28/04/2023 01:53:38,,,,,iPhone 13,,,"38.9572,5.6979",,
WiFi,,,,"55.1918,-81.6950",,,,7815290686730,,2023-10-06 15:58:03,,Android 12,,,,SIM switch,False,,,Pixel 6,debbea2a-235b-4548-9a76-70650a01fa98,,,,,,,,,,,,True,,,
,,,,,False,,,,2114271898387,2023-01-26 04:40:42,,iOS 16,,,72416d5f-5f74-4ce6-8664-7b9db94fb717,power_on,False,,,,,,,,3G,,,,,,Pixel 7,,,"-21.0489,110.5780",,
3G,,Android 12,,"-35.6537,172.2813",True,,,,1364674512404,,,,,,,,False,power_on,,,,,c71c3ad4-5ba1-4da8-9754-fa10ca6fbb6c,,,,,,,,,iPhone 13,,,,1680140456
,iOS 15,,,,,,Oppo F21,,7646767603853,,,,,,,,False,power_on,2a1fb5e2-9797-44ed-ba36-c1499dc9de49,,,,,,,,,2G,,True,,,,"57.6284,-103.5154",,31/08/2023 09:43:55
,Android 13,,WiFi,,,6344523417046,,,,,power_on,,,,,,True,,1098ad2a-6104-407d-b315-86d9bf1d91a0,,,,,,,,"-85.0126,-166.5820",,,True,Pixel 6,,,,,30/11/2023 09:14:29
,,,,,,,,6003884645655,,2023-08-29 01:11:24,app_launch,,iOS 15,,,,False,,,,09ee1bd3-314c-4777-99f5-7a74986435ab,,,,2G,,,,,False,Vivo V25,,,,,
,,,,,,,,,,,,,Android 11,"55.2557,-3.6205",,SIM switch,False,,,,,,63c3869f-e071-4a98-a4e2-d4bb9dd7488c,,4G,,,,6666913490379,,,,False,,2023-08-19 06:28:19,
,,,5G,,,7814097303023,,,,,location_change,Android 12,,,79095ee7-167f-47d7-b007-01e63fb299fd,,False,,,Oppo F21,,True,,,,,,,,,,,,"47.0280,-7.6575",05/09/2023 06:48:32,
,,,,,,,,6802251118905,,,,,iOS 15,,,location_change,False,,,,7b8c00bf-dd48-4544-9f40-2f0792d5ca51,,,,WiFi,,,,,True,,,,"-82.4762,144.6307",,19/10/2023 21:01:26
,iOS 16,,3G,"6.9279,173.8630",,,,,,,SIM switch,,,,,,True,,,,5a77eaa5-d1ce-40be-8814-aee21c52cad5,True,,,,,,,1304659638684,,Xiaomi Mi 11,,,,2023-04-30 13:41:38,
4G,,,,"-25.6338,-55.6751",True,,,,5503813164579,,,,,,,,False,,,,,,625d6128-8e2c-45a9-b06e-17d92be057e9,location_change,,,,,,,,Pixel 7,,,2023-07-07 19:22:25,
,,iOS 16,,"54.8028,-145.4827",,,,,,,power_on,,,,,,False,,,,8ee2db44-4898-454e-a326-39c5d65398cd,,,,4G,,,,9241836910613,True,,,,,12/08/2023 20:36:30,
,,,2G,"40.6998,-34.5518",,3194288592155,Oppo F21,,,,,,,,,,False,power_on,0d33d529-ed53-4777-a99f-5adac6747573,,,,,,,,,,,True,,,,,,2023-09-19 00:06:50
,,,,,,6013311280719,,,,,,,iOS 15,"-48.1151,44.2442",,SIM switch,False,,1d5538f5-1f7e-463d-9f0b-10aca5a90331,OnePlus 10,,True,,,,,,WiFi,,,,,,,,2023-04-20T10:46:34.000Z
,,,5G,,,,,,8270166654889,,,iOS 16,,,eca22c70-59d0-47ab-a1aa-4815ad9a100f,,False,,,,,,,power_on,,,"-82.8763,-140.4008",,,,,Samsung Galaxy S22,False,,,1679947914
,Android 11,,5G,,,,,,,,location_change,,,,,,False,,,Pixel 7,,False,14d902c5-23f8-47d1-85ac-3acb22296fe4,,,,,,6503698660818,,,,,,,28/04/2023 16:12:39
,,,,,,,,,,08/14/2023 15:42:55,,,Android 11,"-35.6508,-131.0445",9b112fbf-b35b-4884-8d9e-ef95c2f9d9a2,,False,location_change,,,,,,,2G,,,,6303190013145,,Pixel 7,,False,,,
,Android 13,,,,True,8389536208088,iPhone 14,,,08/07/2023 00:28:43,,,,"-89.6867,130.7142",,,False,,,,,,,app_launch,WiFi,,,,,,,,,,,
,,,,,False,,,,,,,Android 11,,,c2d90c54-997e-4dba-804d-cbc4ae2a8089,,False,,,,,,,location_change,3G,,,,4233691975385,,,iPhone 14,,,2023-09-02T00:19:33.000Z,
,,iOS 16,5G,,True,,,5233390532855,,,,,,"-28.5114,1.5781",7f59f389-f025-490b-a3bf-727ca32c123d,,False,,,,,,,SIM switch,,,,,,,,Samsung Galaxy S22,,,2023-07-03 14:52:11,
,,,,,,,,8290336400991,,,,Android 12,,"26.8125,-7.7340",,,False,,,,963ff80f-95a1-4b46-8d8c-596a45b323e4,,,location_change,3G,22/07/2023 23:04:22,,,,,Realme GT,,True,,,
,,iOS 16,,,,,,4255398327396,,,power_on,,,"21.9440,82.7505",22853d15-6842-4e5a-a4a3-63219ba5fd20,,False,,,,,True,,,,,,4G,,,,Realme GT,,,,2023-04-10 12:10:36
,,,,,,,,5175739838380,,,,,Android 12,"-34.1608,54.2078",,location_change,False,,29e7b580-8a60-43a4-a667-1899359e7b58,iPhone 13,,False,,,3G,,,,,,,,,,1678674774,
,,,4G,"20.1340,-154.4580",,,,,,19/09/2023 11:36:45,,,,,,,False,,,Realme GT,,True,e40e44e0-0700-4e32-aa7d-c268a5c97a01,SIM switch,,,,,1858633019409,,,,,,,
,,,,,False,,,9387305777191,,,,,iOS 15,,,,False,location_change,,Pixel 6,94262d69-7475-4000-990f-d46b4acc48af,,,,2G,08/10/2023 05:06:34,,,,,,,,"-60.1964,-18.6889",,
,,,,,,,Vivo V25,,,,SIM switch,,Android 13,,,,False,,d1a1c3a6-005c-4ded-a8a0-3b0af087234f,,,,,,,30/03/2023 04:13:44,"-85.7944,90.3774",2G,1225246265152,,,,False,,,
5G,,,,,,5171494430031,Oppo F21,,,,,,,,,app_launch,False,,c0e68dc3-5052-4a79-a205-48ab3f6a0c4f,,,True,,,,,"-40.2586,-7.6149",,,,,,,,,2023-03-08 11:45:04
,,,2G,,,,Vivo V25,,,08/09/2023 21:53:50,,,Android 12,,88b0cd9b-deee-4a89-b56c-e59f92bfa53d,,False,SIM switch,,,,False,,,,,"-84.8598,-47.1459",,2301900586675,,,,,,,
,,,,,,4187964387926,Pixel 7,,,2023-03-13 08:49:15,power_on,,Android 12,,,,False,,0864d88a-0c86-4f4c-86b8-4431d1cfdcb0,,,False,,,,,,5G,,,,,,"16.1402,115.0905",,
,,,,,,6019028567898,,,,2023-02-24T12:44:11.000Z,,,Android 11,,d58069fd-6aa4-478f-a7e3-0ff3397874dd,power_on,False,,,,,,,,2G,,,,,,,iPhone 14,False,"-89.0861,-81.0946",,
,Android 12,,,,,5452218652743,iPhone 13,,,2023-03-12 18:07:25,,,,"24.8438,-163.1809",,location_change,False,,,,093da2e6-f99a-4721-98b9-9e28923f1eb0,False,,,2G,,,,,,,,,,,
,,,3G,,,,,,,,location_change,,,"-37.5727,-39.3651",,,False,,,,,,,,,2023-01-24 06:59:35,,,3334101883624,,Samsung Galaxy S22,,False,,,
,,,,"-83.2414,-17.4162",True,,,9951237288190,,,,Android 13,,,,,True,,75815e47-9f72-4fe0-9a23-1dcbfa206539,Oppo F21,,,,power_on,,2023-01-26 08:09:45,,3G,,,,,,,,
2G,,iOS 15,,"-45.5505,154.2505",,,Oppo F21,,,,,,,,,power_on,False,,,,d77ddef5-0608-46d2-8311-991eb6f2e510,,,,,,,,3549777444526,True,,,,,2023-12-08 05:48:50,
3G,,,,,False,,,,9219937005404,2023-04-26T08:38:52.000Z,,Android 13,,,,power_on,False,,,iPhone 14,,,4d8fef51-ead4-44d8-9cb4-ff994cd5322f,,,,,,,,,,,"41.2673,21.3327",,
,,iOS 16,3G,,-7,,,,7892038966574,,,,,,aabc14f9-5410-4e8a-8d28-5a823ee64461,,False,location_change,,iPhone 14,,,,,,2023-03-09T03:00:54.000Z,"-80.6902,131.2882",,,,,,,,,
WiFi,,,,"-36.3166,-29.3364",,,,6746293747489,,,,Android 12,,,3f2e4a09-c368-44d9-9ae0-bbc603f0a6a2,,False,,,,,True,,power_on,,2023-03-10 16:28:03,,,,,,Pixel 7,,,,
,,iOS 15,,"-66.1266,14.3316",False,,Pixel 7,2095306217102,,2023-08-08T17:08:20.000Z,,,,,8d26fce6-7d8d-46a1-bb0e-fc4f7f90730f,location_change,False,,,,,,,,,,,2G,,,,,,,,
,,Android 13,2G,,,,,,,2023-11-12T03:58:37.000Z,,,,"-1.0247,-47.6504",,,False,location_change,,,4cff3155-9984-4d7b-bc86-8faeb918884f,True,,,,,,,4913986538778,,iPhone 13,,,,,
5G,,iOS 15,,,,,,,1304280673305,,,,,"0.2496,94.0367",7b581c00-74ec-4584-88c1-d533b120fc80,,False,power_on,,OnePlus 10,,False,,,,2023-11-05 18:00:24,,,,,,,,,,
,,Android 12,,,,,,,2795840060951,,app_launch,,,"77.0048,-157.5055",,,False,,6ae0c1aa-abff-47e7-b773-aa32dcdabd88,,,,,,WiFi,,,,,,,Pixel 6,False,,,05/03/2023 00:47:04
,,Android 12,,,,,,9137957117662,,,,,,,,power_on,False,,,,,,950f19c4-cdd5-42fb-806b-998067c731ea,,2G,,"-72.8471,-7.7806",,,False,,,,,,1700793771
,,,,"-62.6791,87.5924",,8733982800737,,,,,,,Android 11,,,,False,,,,e504eccc-b3d8-4a3c-8559-a7f5edb17c95,False,,app_launch,3G,2023-01-29T19:44:35.000Z,,,,,,,,,,
2G,,,,,,,,3161549550866,,,,,Android 12,,,,True,,,Xiaomi Mi 11,,,8d7545a1-45c4-4b43-b61f-fb5a08219444,app_launch,,,"-75.5457,41.5892",,,,,,True,,2023-02-24T04:53:07.000Z,
,,,,,,,,,9406961126555,,,,Android 12,"9.0972,11.7246",058b666a-bdcb-4290-9ac7-421cbd1cbadd,power_on,False,,,Xiaomi Mi 11,,,,,4G,,,,,,,,True,,,07/03/2023 16:33:49
,iOS 16,,WiFi,"33.9682,-95.9372",,,OnePlus 10,8622803579708,,,,,,,f2d4c87e-c38c-4234-ac94-d25af9d63fce,,False,,,,,,,,,,,,,False,,,,,05/18/2023 00:26:40,
,,,,,,5830242559191,,,,,,Android 11,,,,,False,SIM switch,,Pixel 6,,,beefc9fc-e8c4-40a6-8b71-b3a75c903957,,,,,2G,,,,,True,"38.8771,-36.5223",,2023-08-20T04:36:55.000Z
2G,,,,"-36.8514,6.3014",,,,8261342996701,,,app_launch,,iOS 16,,12b6b968-cae4-49b0-a96e-8afee18683aa,,False,,,,,,,,,10/21/2023 16:26:01,,,,True,,Xiaomi Mi 11,,,,
,,Android 11,,,,7486865395531,,,,13/08/2023 03:11:09,,,,,,,False,power_on,7ad22823-a590-4897-80fd-0c37c46876e9,Pixel 6,,,,,2G,,"-60.6629,-104.6486",,,,,,False,,,
,iOS 15,,,"-26.3582,-72.7398",,,,3061794327245,,,,,,,040c1f02-78e2-4754-9607-c232b9bfbe67,,False,,,Samsung Galaxy S22,,,,app_launch,,,,WiFi,,,,,True,,,2023-06-15T07:11:44.000Z
,,,,,,,,,,,,,Android 11,"21.2393,146.5664",,location_change,False,,,,,True,510a5362-66a0-4c1d-b205-0458e84c276c,,4G,1681522504,,,4492588504800,,,Realme GT,,,,
,,,,"-66.5132,31.5873",,,,5547055388390,,,,,iOS 16,,,power_on,False,,2e70860d-fcb9-4b5f-84b8-da7a2540ed59,,,,,,,,,4G,,,,Xiaomi Mi 11,True,,,1682526710
5G,,,,"-60.6207,-78.2899",False,,,6116530044025,,,location_change,,Android 11,,,,False,,,Vivo V25,,,138c5c2a-dbcf-4431-a4b3-251109d519b3,,,,,,,,,,,,,06/02/2023 04:55:20
,,iOS 16,5G,,,,,,,,,,,,,,False,,,,,False,3dc65633-99b2-4b53-93e1-e30b94cc97f6,SIM switch,,2023-11-20T09:25:32.000Z,,,1251761205722,,,Oppo F21,,"-5.5098,-30.2516",,
5G,Android 13,,,"12.8789,129.1125",,1861822195640,,,,1690403301,,,,,,,False,,,,,,,location_change,,,,,,False,,Vivo V25,,,,
,,,,,,,,5058384210058,,,,,Android 11,,,,False,,,,30adb9fd-4570-4d1c-981e-4920e1ff036c,,,location_change,,1676781734,,5G,,True,,Xiaomi Mi 11,,"21.0643,88.1902",,
,Android 13,,,,,,,5603441069093,,,,,,,,,False,,,,b743910f-46c6-43be-b458-13c985aa68e1,,,power_on,5G,,"13.0722,121.7594",,,,,OnePlus 10,False,,,2023-08-10T23:17:37.000Z
,,,,,True,,iPhone 14,,3145292344528,25/09/2023 13:52:23,,Android 13,,"88.9521,142.4781",,,False,power_on,,,,,28dc689a-1e2d-4143-a14d-7cf853facbdb,,5G,,,,,,,,,,,
,,,,"-5.9813,18.0800",,,Pixel 6,,,,,,Android 12,,,,False,,,,b804a8ee-cbb3-4031-b162-4fe618cb31ef,,,location_change,,2023-11-14T13:49:39.000Z,,,2197166833172,True,,,,,,
,iOS 16,,,"50.8268,-7.9352",False,,,,,2023-03-15 14:59:11,,,,,,app_launch,False,,,,,,d2433c69-7839-4f0e-a5ac-63f90d276cc3,,,,,4G,8359948409636,,,,,,,
,,,3G,,,,,,,,,Android 11,,"81.5881,95.2116",,,False,app_launch,,Oppo F21,,,aeff84e3-d18c-4c2c-a4c2-3673c594fa58,,,,,,1503773030769,False,,,,,,17/04/2023 05:36:38
WiFi,,Android 13,,,,,Xiaomi Mi 11,9791934947101,,1694894452,,,,"48.9221,-32.8485",,,False,,b4853cc3-5d2b-48b7-a782-6f36a46001a9,,,,,,,,,,,False,,,,,,
,,,,"-14.9828,104.1385",True,,,9293084565270,,,,Android 12,,,,,False,,,,a1a6bb88-b075-41f5-9ad1-e093421c3099,,,app_launch,,,,,,,Xiaomi Mi 11,,,,2023-04-24 16:41:35,
,,Android 13,,,,,,,8866934377477,2023-05-30 13:52:18,app_launch,,,"60.8161,156.6311",,,False,,,Oppo F21,4ed65132-5229-4191-bd6d-84090bd0fbfc,,,,4G,,,,,,,,True,,,
3G,Android 11,,,"42.6229,167.1609",,,,,,2023-08-25T21:30:53.000Z,,,,,,app_launch,True,,617d68c9-eda8-4c29-9ebc-6c436d9d0160,Oppo F21,,,,,,,,,6178867709963,,,,False,,,
2G,,,,,,,,6853215581238,,2023-05-12 19:03:04,location_change,,iOS 15,"-15.5443,93.8609",ecf06562-bb94-4367-b9e9-e31d6e2f3940,,False,,,,,,,,,,,,,True,,Realme GT,,,,
,Android 12,,,,False,,,,,,app_launch,,,,,,False,,89a103f7-f770-44c6-bbc0-6fa569d86f18,Xiaomi Mi 11,,,,,,,,5G,8351885234302,,,,,"3.2173,22.0144",,1678392183
,,,,,,,,,8791982678978,,,iOS 16,,,,,False,location_change,,Realme GT,,,9b441e5d-c580-40dd-961f-27bc81ef86e4,,,,"0.4848,-178.7673",3G,,,,,False,,,08/07/2023 09:26:06
,,iOS 16,,,True,,,5988035453498,,,,,,"-57.9697,116.8184",,,False,app_launch,,,,,bf295ef7-17af-4a50-994b-761bc17b45e5,,,2023-10-23 23:43:59,,2G,,,,Xiaomi Mi 11,,,,
,,,,,,,,5409296238321,,,,,iOS 16,"-5.3862,29.8104",1e0eec1f-cec1-451c-ab26-344e7300a49d,power_on,False,,,,,,,,,,,2G,,True,Pixel 7,,,,,05/15/2023 17:42:30
4G,Android 11,,,,,7045312204696,,,,2023-03-29 02:00:44,,,,"40.4740,-84.0343",,,False,,,iPhone 13,48ed9108-33eb-445c-95d2-5518f656c16d,,,app_launch,,,,,,True,,,,,,
WiFi,,iOS 15,,"-26.1083,85.4291",,,,,,,,,,,07abf3fa-86de-461f-ac7f-0965a5e15b6b,,False,location_change,,,,False,,,,05/15/2023 00:02:30,,,6336914944198,,,Realme GT,,,,
,,Android 13,,,False,,Xiaomi Mi 11,4369967711462,,,,,,,79b82766-d48a-48df-b8be-e98898a43732,,False,,,,,,,SIM switch,,08/19/2023 18:02:58,"75.7204,177.0703",,,,,,,,,
,,,,,,9050372301007,,,,04/21/2023 14:30:43,,iOS 16,,,,power_on,False,,,,,,7a2f6da9-549d-459c-b94e-deae905f0e8e,,,,,,,True,OnePlus 10,,,"1.1432,122.9028",,
,,,2G,,False,,,,9508372215810,,,iOS 15,,"88.5285,-148.7102",,,False,app_launch,4b5c532d-cdb4-4097-abc3-646be3b98cf4,,,,,,,,,,,,Oppo F21,,,,17/04/2023 09:32:11,
3G,Android 11,,,,False,,,,9634995638655,,,,,"-3.2291,-6.1949",,,False,app_launch,ba0af72f-a5e3-4b64-af1c-5f8df05a22c9,Oppo F21,,,,,,1685527246,,,,,,,,,,
,Android 12,,,,,,,,6148478350633,,power_on,,,"-42.8987,-105.3198",,,False,,,,2cdd12ad-7ac2-4e5f-a3d2-a00ee00b40a3,False,,,4G,1691239690,,,,,iPhone 14,,,,,
,,,,"-16.4913,-118.6215",,,,,,,,,Android 11,,dfbbe410-48e7-484f-bf48-2762cf5ec22f,,False,SIM switch,,,,,,,,,,3G,8112325042747,True,Vivo V25,,,,,2023-02-25 07:41:08
,,,,,,6930353752914,Xiaomi Mi 11,,,,app_launch,,Android 13,"-15.9282,135.7860",20285897-a02f-4f5d-b3d0-95f1ec0e79d9,,False,,,,,False,,,5G,,,,,,,,,,,1689339820
,,iOS 16,3G,"10.2741,-123.5070",False,,,,,,location_change,,,,948bba8d-1d93-473b-9c0f-e98d3761a4bd,,False,,,iPhone 13,,,,,,,,,4445643812767,,,,,,09/27/2023 10:54:39,
3G,iOS 15,,,,,4577677349129,iPhone 13,,,,location_change,,,,,,False,,8389676b-16c8-4cae-8793-63d4dcc2c271,,,,,,,,,,,,,,True,"-7.6467,-137.3368",,2023-01-30 12:55:58
,,Android 11,,"35.9600,-167.5174",,,,1471874118446,,,location_change,,,,,,False,,,,5934931e-6564-4ca9-8565-d77dde61d771,True,,,,1692166451,,3G,,,,Pixel 6,,,,
,,,,,,,,,,,,iOS 16,,,c575521f-4c07-49c3-86af-c3f72c82e3ba,,False,SIM switch,,,,True,,,WiFi,1682617221,,,1276273386256,,iPhone 14,,,"38.7671,-153.4946",,
5G,,Android 12,,,,7410072920303,,,,,,,,"88.7437,158.7217",,,False,app_launch,,,,,1135c576-a626-40ab-9722-7e8225bd510f,,,,,,,,,Pixel 6,True,,05/09/2023 21:43:27,
WiFi,,,,"-66.6569,-40.3570",False,,,1086919878322,,,app_launch,iOS 16,,,,,False,,d2d93b9f-617f-4d08-8042-74e6cc8b7f09,,,,,,,,,,,,Realme GT,,,,1692699793,
,Android 11,,4G,"-20.9712,178.4111",,,,,,,SIM switch,,,,,,False,,,,53729629-0e7b-4334-a1f4-4f8791f82ee6,,,,,,,,9028041011312,True,Pixel 7,,,,,26/08/2023 04:34:13
,,,4G,,False,9349348103451,,,,01/01/2023 00:55:05,SIM switch,,Android 13,,,,False,,,Realme GT,b680ee2d-d9b6-44e7-b764-1a7473dbebcb,,,,,,,,,,,,,"70.6828,14.9672",,
,,,2G,,,,,,2815316674660,,,,iOS 15,,,,False,,,,,,,location_change,,,,,,,Samsung Galaxy S22,,False,"70.2462,75.4087",,1677438006
,,,,,,,,1156250387573,,2023-12-30T05:13:53.000Z,,,iOS 16,"-49.7222,-169.8919",,,False,app_launch,9fd60937-db14-4d7c-a192-604514470fcd,,,,,,,,,,,False,,Pixel 7,,,,
5G,,,,"-60.9496,-25.1162",,7522391120616,,,,,,iOS 15,,,,,False,power_on,,,,True,,,,,,,,,,Samsung Galaxy S22,,,,2023-04-01 20:45:04
WiFi,,,,,True,,,,6901190312022,,,,Android 13,,,,False,SIM switch,,,,,,,,,"63.2523,-56.5776",,,,,,,,1696063105,
3G,,,,"44.8050,13.7756",,,,,7363417624991,,,,Android 12,,,,False,,,,,False,,,,,,,,,,Pixel 6,,,2023-04-06T17:46:01.000Z,
,,,3G,,,,Realme GT,,8450557142768,,location_change,,Android 11,,,,False,,,,,,fd2f2f5b-87a8-4111-a48a-32c0191af9f4,,,,"85.5219,3.8342",,,,,,False,,2023-10-02 22:16:53,
2G,,,,,,,,,4466439843937,01/15/2023 11:24:25,,,iOS 16,,060fba28-15f1-4775-96ca-7bd44e06d86e,,False,,,OnePlus 10,,,,SIM switch,,,"-60.9901,-68.1467",,,,,,True,,,
,Android 11,,,,False,,,,4529443683206,,location_change,,,"-30.6086,-27.8141",,,False,,,,2a852cb3-df75-45b0-9800-0331d0e3b6b3,,,,,02/19/2023 05:45:47,,5G,,,,Oppo F21,,,,
,,iOS 15,WiFi,"30.2042,24.3728",,,Oppo F21,,,2023-05-17 13:44:29,SIM switch,,,,,,False,,a7fb0258-3b43-4f6e-a1bf-6dcc7bcab602,,,True,,,,,,,6087726901135,,,,,,,
,,iOS 16,5G,"58.2706,173.6923",,,,7744273518518,,10/16/2023 11:33:00,,,,,a789a509-957b-4e38-a201-848a1788424c,,False,,,Samsung Galaxy S22,,,,,,,,,,False,,,,,,
,,iOS 16,,,,,Vivo V25,,1151498182042,02/18/2023 14:48:02,,,,,,SIM switch,False,,4ff87e03-348a-4c4b-a68a-ac0995456bcb,,,False,,,,,,5G,,,,,,"-79.8055,148.7322",,
5G,,,,,,,,,,,power_on,,Android 13,"-85.5851,-38.7200",,,False,,,Realme GT,,True,e9af00ab-537e-4514-a350-c37efe889c81,,,20/10/2023 21:35:25,,,2115073917995,,,,,,,
4G,iOS 15,,,,,,,,5865725849641,2023-05-10 13:05:19,power_on,,,,,,False,,,Vivo V25,827a9e01-36bc-4dbf-979e-9e44fc6de0ad,,,,,,"18.3415,73.3066",,,False,,,,,,
WiFi,,,,,False,,,,,1678568312,,Android 13,,"6.5454,-27.8088",,,False,,,,,,eb1c0352-2d1d-4501-9e47-78169a99bd19,SIM switch,,,,,2380683519902,,,Realme GT,,,,
,,Android 12,,"2.4181,115.2117",,4239948066494,,,,1692381313,,,,,,,False,,3ea26e0a-896e-48f1-86ba-928e29f54919,,,,,app_launch,,,,,,,Samsung Galaxy S22,,True,,,
,Android 11,,,,,,iPhone 14,,,,,,,"-81.0733,-8.8887",,,False,,,,,False,29e7747e-001f-44b5-9872-d59c36a3fd2c,app_launch,WiFi,,,,6888810397046,,,,,,2023-11-15T14:56:52.000Z,
,,iOS 15,,,,,,,1604868396475,10/08/2023 20:07:36,,,,,01949250-5765-4b88-8e0d-cc082ec6c628,,False,location_change,,Pixel 7,,,,,,,,2G,,,,,False,"35.1537,-169.3177",,
,,,,,True,1129024983057,,,,,,,iOS 15,,,power_on,False,,,,,,4ab85095-8124-4f2d-a5dc-55bc7b41b9e8,,3G,,"-31.8044,-97.7118",,,,,Vivo V25,,,2023-07-27T01:08:04.000Z,
5G,,,,,,2278409922535,iPhone 14,,,,,,Android 13,"-48.8896,-63.4699",,,False,,,,,,,app_launch,,,,,,True,,,,,,09/11/2023 01:06:56
WiFi,,,,,False,,,,,17/04/2023 10:14:13,,,iOS 15,,,,False,,de53ea41-0452-4cf8-b8a1-1bd346c36ba8,,,,,,,,,,1315346134120,,,Pixel 6,,"-10.2958,-55.2360",,
,,Android 11,,"-61.1834,-1.4268",True,,,,9329890522574,,app_launch,,,,,,False,,,,,,dc12b33c-2b83-4259-8f4e-46b30a2b32bc,,,,,WiFi,,,,Realme GT,,,,02/07/2023 07:15:55
,,iOS 16,,,,8686908529788,,,,,,,,,,,False,app_launch,28dff125-de94-4380-ab74-87b0a11233b6,,,,,,,2023-02-18T12:52:52.000Z,,5G,,3,Samsung Galaxy S22,,,"2.2165,125.5753",,
,,,,"-74.8054,121.4519",,,,5756248049641,,,,,Android 11,,,,False,location_change,98c9722b-d4c7-449b-b338-9e514e365788,,,,,,,,,3G,,True,,Xiaomi Mi 11,,,09/02/2023 12:05:54,
,Android 11,,,,,,Vivo V25,,4283409772355,,location_change,,,"37.8709,24.7140",,,False,,,,b9631d3e-8a1c-454f-ba1e-d26d5962f64c,,,,,03/07/2023 06:19:01,,5G,,False,,,,,,
