communication_type,call_type,call_length,geo_coordinates,setup_time,call_duration,tower_location,bts_id,call_category,start_time,callee_id,tower_id,called_party,imei,a_number,terminating_number,equipment_id,cell_id,originating_number,b_number,subscriber_location,terminal_id,location,duration,cell_identity,caller_id,device_id,is_fraud,calling_party,connection_time,call_start,service_type,billable_seconds
voice_out,,,,,885,"16.2951,-68.0480",,,,,,,,,,,,9889322294767,8293173072475,,IMEI_998063,,,,,,False,,2023-12-13 00:07:56,,,
,voice_in,,,,,"-84.9163,91.0318",,,,,CELL_539,4649723869604,,,,,,,,,,,2621,,7007960300633,,False,,1672688393,,,
,,,,,,"-76.8874,-74.1664",CELL_124,video_in,1699705916,,,2253010399554,,5827807277426,,,,,,,,,2185,,,IMEI_100565,False,,,,,
,,270,,,,,,,,,CELL_956,8854856654027,IMEI_139736,,,,,8305167028022,,"51.5560,-171.1919",,,,,,,False,,30/11/2023 15:05:08,,video_out,
,,,,,,,,,,,,7065865664378,,,,,,9775407668278,,,,"-42.8097,167.7764",1917,CELL_622,,IMEI_555778,False,,1703210611,,voice_out,
,voice_out,,,,1372,,,,,,CELL_419,4426832006559,,,,IMEI_789916,,,,"21.0641,-117.5265",,,,,,,False,7040998041798,,09/09/2023 07:54:58,,
,video_in,,"-83.2831,-70.5044",,,,,,1678421785,8400579814283,,,IMEI_344962,,,,,,,,,,,,,,False,7886411865594,,,,401
,,,,,,,,,29/03/2023 19:58:25,3634254516522,,,,,,,,,,,,"85.1498,-52.6718",1467,,5720458324330,IMEI_380612,False,,,,voice_in,
,,,,,1912,"36.9288,-36.3232",,video_in,,,,,,,2978383859202,,CELL_582,,,,,,,,2052744461976,,False,,,31/05/2023 23:54:17,,
,,,,,2361,,,video_in,,,,,,,6006090061187,,,,,"70.4994,-22.1567",IMEI_981110,,,,,,False,3889181259829,2023-09-20T15:53:47.000Z,,,
,,,,,,,,,,,,,,,8147481833115,IMEI_488028,,,,,,,,CELL_865,6611919026210,,False,,,25/10/2023 23:26:01,voice_out,698
,,,"-83.0660,20.1983",,1574,,,,,,,5523340981258,,,,,,,,,,,,CELL_871,,IMEI_170637,False,1158326916358,,11/14/2023 22:51:50,,
voice_out,,,,,,,CELL_701,,,6228564597670,,,,,,IMEI_423694,,,,"-80.2563,147.6569",,,2556,,,,False,7429932451442,1697561745,,,
conference,,,,1694898124,,"-68.5211,74.9767",,,,3669923802632,,,,,,IMEI_818835,,,,,,,,CELL_666,,,False,2948809743424,,,,1826
,,,,2023-09-22 23:43:23,,,,voice_out,,,CELL_603,,,,,,,,3248705550574,,,"-11.0868,-163.8482",3432,,6472061631616,IMEI_439483,False,,,,,
voice_out,,1802,"85.2362,-169.1962",,,,,,,,,,,,,,CELL_964,,3602030299137,,IMEI_797906,,,,,,False,7131575375944,,06/26/2023 20:08:48,,
voice_in,,,"68.9663,160.5155",1700066397,,,,,,,CELL_881,7020887293372,IMEI_209536,,,,,,,,,,55,,,,False,4030642477889,,,,
,video_out,,,,,,,,,,,,,4557171480027,,,,,2620912463119,"-80.7527,-138.2115",IMEI_765423,,,CELL_505,,,False,,,1692269207,,146
,,,,,,,,voice_in,,5890321176763,,,,,,,CELL_540,8028331420955,,"-78.5608,-137.8700",,,,,,IMEI_889725,False,,,2023-10-29 11:54:00,,947
,,,,2023-11-19 11:08:38,3379,,,,,,,4682140112409,,,,,CELL_699,,,,IMEI_851785,"22.3023,-128.2576",,,,,True,6743393289704,,,voice_out,
video_out,,,,,,,,,,,CELL_996,,,,4455499302963,,,9126236076176,,"-56.9980,-55.4139",,,,,,,False,,,17/07/2023 20:32:55,,2827
,,,,2023-06-09T17:37:09.000Z,,,,,,,CELL_542,,,1941442893307,,,,,3588493518806,"-40.2025,-63.7756",IMEI_993001,,,,,,False,,,,conference,3312
conference,,1783,,,,,,,,,,6728798786205,,3893199773637,,,CELL_990,,,,,"-70.4080,95.6744",,,,IMEI_939805,False,,2023-11-13 23:15:16,,,
,,,"-71.1025,179.7025",28/08/2023 13:28:24,2662,,,,,,,,,,,IMEI_218385,CELL_874,,6973089463096,,,,,,,,False,3198719886095,,,video_in,
,,,,,,"50.5329,-46.5683",,,,6141831075335,,,,,,,,2311600129338,,,,,3293,CELL_424,,IMEI_579207,False,,29/10/2023 22:16:16,,voice_out,
,,,,,,,,,,,CELL_288,6951084122825,,,,,,,,"9.9136,61.7276",IMEI_602371,,,,,,False,5825688979167,16/05/2023 11:54:46,,conference,2727
,,467,,,,,CELL_311,,,,,,,,3691454279757,,,,,,IMEI_919585,"-85.3601,19.6700",,,,,False,6020916595841,15/09/2023 09:28:49,,voice_out,
,,,,,,"41.8843,-3.6874",CELL_279,voice_out,,5580779494481,,,,6883662886400,,,,,,,,,,,,IMEI_222282,False,,2023-01-24T08:22:59.000Z,,,40
,,,"8.3713,151.8038",,,,,,2023-08-14T01:02:58.000Z,3365763541097,,,,,,IMEI_652121,CELL_997,,,,,,,,2396912526700,,False,,,,voice_in,2814
,,,,,,,CELL_274,,23/09/2023 21:15:06,8243960250471,,,,6897838010983,,IMEI_429394,,,,,,"62.3810,33.5435",2312,,,,False,,,,video_in,
,,320,"-14.3856,52.0588",,,,CELL_569,voice_in,,,,,,,6494425257031,,,,,,,,,,2928273262557,IMEI_927339,False,,,2023-03-08T14:46:56.000Z,,
,,,,,3311,,CELL_761,,,,,,,,4451595016834,IMEI_822943,,,,"23.6327,140.0318",,,,,,,False,4016350986239,,2023-04-08 20:52:55,video_out,
voice_in,,,,,1849,"13.5284,41.7667",,,,7356925755529,,,,,,,CELL_136,5551659034042,,,,,,,,IMEI_108553,False,,2023-09-01T23:22:19.000Z,,,
video_out,,1605,,,,,,,,,,,,8446027317915,,IMEI_743420,,,1452666213760,"46.6919,12.4142",,,,CELL_128,,,False,,,1676910598,,
,,,,,,,,,,,,3035026789630,,,,IMEI_714331,,8940367244061,,"29.5915,33.9926",,,562,,,,True,,1690211024,,video_out,
,,,"-69.7394,136.6956",,,,CELL_841,video_out,,,,5554153163339,,4442130497762,,,,,,,IMEI_490021,,,,,,False,,,2023-12-14T03:16:19.000Z,,2040
,video_in,3203,,,,,,,,,,2047857593673,,,,,,,,,,"-26.4563,135.8243",,,2546253479258,,False,,,17/08/2023 10:04:49,,
,video_out,,,,,"-27.3998,-157.7986",,,25/03/2023 03:23:32,,CELL_758,,,,3076665278324,,,,,,,,3114,,,,False,3532825293963,,,,
,,,"-73.9344,-54.5727",,,,CELL_215,,,,,3801521778063,,6334155776488,,IMEI_423678,,,,,,,,,,,False,,,31/05/2023 21:23:28,conference,2111
,,,"-84.5509,-108.0742",,,,,video_in,,4917442851768,,,,,,,CELL_277,,,,IMEI_938922,,2597,,7653801164891,,False,,,2023-03-17 21:20:47,,
,,2568,"-40.8740,3.8214",,,,,,,2761263790119,,,,1360026479129,,,CELL_301,,,,,,,,,IMEI_745142,False,,2023-05-03T20:19:41.000Z,,voice_out,
,,,,,,,,conference,1687685045,,CELL_591,9622628835814,,,,,,2409780097307,,,,"64.4501,-50.5291",1017,,,,True,,,,,
video_in,,,,,,"-51.6079,-85.3145",CELL_524,,,,,,IMEI_139469,9939566058946,7345829191544,,,,,,,,2847,,,,False,,1690861341,,,
,,,,,3365,,,,2023-08-20T03:53:40.000Z,,,,IMEI_919753,,,,,,2145462544085,,,"54.5875,-85.6158",,CELL_549,7815834009787,,True,,,,voice_out,
,,,,,1032,,,,,,,,IMEI_429853,,,,CELL_417,,6614907227812,"48.5881,-2.8344",,,,,,,False,7549694919293,,1699388214,video_in,
video_in,,,,,2109,,,,09/15/2023 17:16:35,,,3099115983084,,6043631658224,,IMEI_439312,CELL_802,,,"-37.4347,30.6892",,,,,,,False,,,,,
,conference,,,,,,CELL_837,,,,,,,,,,,5526077911512,9879845061609,,IMEI_982904,"-52.5638,-34.2845",51,,,,False,,,05/29/2023 22:46:49,,
video_out,,,,,,,,,08/17/2023 11:46:18,8734077939693,CELL_530,,,,,IMEI_133542,,,,"-39.0497,48.2988",,,,,5316104157808,,False,,,,,2614
,,,,,,,CELL_911,voice_in,,,,,,,4622503524528,,,,,,IMEI_720154,"-74.4580,-67.2613",,,8699350899629,,False,,2023-10-24T18:51:23.000Z,,,3476
,,,"-74.2399,22.3665",2023-06-03T16:03:19.000Z,,,,,,8803836536319,CELL_218,,,,,,,,,,,,1971,,,IMEI_128512,False,6776737684693,,,video_out,
,,,,,,,,voice_out,10/07/2023 23:10:26,,,,,3495295013148,1678778345675,,CELL_241,,,,,"-21.8899,15.3208",,,,IMEI_207447,False,,,,,2351
,,,,,,,,conference,,,,,,,3832976670963,,CELL_441,,,,IMEI_501341,"-21.0284,123.9047",1907,,,,False,8955465901882,2023-10-25T12:28:35.000Z,,,
,voice_out,,"-62.2444,-54.3796",,,,,,2023-10-01 04:47:24,,,,,,,,CELL_921,,9207568621019,,,,1763,,,IMEI_801513,False,1237358345268,,,,
,,,"-1.4750,-47.8598",02/15/2023 23:23:35,,,,,,1432030782410,,,,,,,,8754283679238,,,IMEI_137063,,2258,CELL_498,,,False,,,,conference,
,,,"48.8288,-52.3379",,,,,video_in,,,,,,,,IMEI_229396,,,3503655269055,,,,2393,CELL_154,7134844689273,,False,,,09/27/2023 05:21:21,,
,,,,,,,,voice_in,2023-05-15 01:25:58,6074390349339,CELL_770,,,,,,,,,,IMEI_439152,"70.7550,11.6350",1472,,8378378223741,,False,,,,,
video_out,,,,14/10/2023 09:38:12,,,,,,,,,,,,,CELL_230,6602397643418,6846910346698,"-19.9922,-42.5993",,,2927,,,IMEI_490951,True,,,,,
,,1003,,12/25/2023 09:10:09,,"-27.3721,-140.0846",,,,,,,,2805427998375,9554026948250,IMEI_947113,,,,,,,,CELL_531,,,False,,,,video_in,
,voice_out,,,,,,,,,,,7110448700672,,,,IMEI_651583,CELL_284,3711886052105,,"75.3891,102.8755",,,1572,,,,False,,,03/10/2023 19:57:38,,
,voice_out,,"62.3779,-110.3030",,,,CELL_961,,,6277231078444,,,,,,IMEI_895026,,3101671901847,,,,,750,,,,False,,,2023-01-27 12:49:24,,
,voice_in,3434,,,,,,,16/11/2023 02:20:47,4737086261671,,,,,,IMEI_841828,CELL_290,,,"58.2351,162.4161",,,,,9650856612343,,False,,,,,
voice_out,,,,,,,CELL_362,,,4837378046043,,,IMEI_214937,,,,,,,"-5.9639,152.4381",,,,,,,False,9325640999170,,1694000251,,1724
,voice_in,1120,,,,"61.9008,-105.8604",,,,,CELL_372,6024492016632,IMEI_542525,,,,,,,,,,,,,,False,7714579673308,,1674537421,,
,,,,,,,,,09/19/2023 22:02:21,,CELL_400,,IMEI_599197,8160807290665,,,,,1743736025003,,,"39.4161,-154.1884",,,,,False,,,,,1254
,voice_out,74,,,,"-86.6566,21.6819",,,2023-02-07 05:43:18,,,1377935140017,,4326973916435,,IMEI_665363,,,,,,,,CELL_314,,,False,,,,,
,,2366,"27.7807,-0.6423",,,,,,,2124759272000,,,,,,,,,,,IMEI_626737,,,,2398379639983,,False,,,1687822037,video_in,
,,,,10/20/2023 17:44:03,,,,video_out,,,,5676827855533,IMEI_869611,7246958780252,,,CELL_420,,,,,"66.4445,-28.1917",1885,,,,False,,,,,
,,,,1686730122,,"-82.6742,176.1749",,,,9700831251152,,,IMEI_627250,,,,,,,,,,838,CELL_871,,,False,3903215303923,,,voice_in,
,voice_in,2689,,,,,,,,,CELL_336,,,,3353812043670,IMEI_913475,,,,"26.0576,125.0456",,,,,,,False,3728985209970,03/14/2023 05:47:44,,,
,conference,2165,"53.9609,145.7527",,,,,,,7765013089475,,,IMEI_584451,,,,,,,,,,,CELL_919,1660301539325,,False,,,2023-04-29 20:52:06,,
,,1254,"-13.1298,142.8493",,,,,video_out,,,CELL_158,1187698646097,IMEI_838164,,,,,,,,,,,,2829567317726,,False,,02/11/2023 00:16:32,,,
,,,,1686745715,2999,"-24.5952,-52.1098",CELL_971,,,,,,,,,,,4387432725254,1700891902955,,,,,,,IMEI_138472,False,,,,voice_in,
,,,,07/07/2023 02:59:55,2512,,,,,,,,IMEI_877140,5924629278940,,,,,1568506596915,"60.8944,-147.8913",,,,CELL_440,,,False,,,,voice_in,
video_in,,,,,,"-45.8966,-45.8512",,,02/03/2023 22:01:32,,,,,,,IMEI_566845,,3720753289581,9897010927643,,,,,CELL_158,,,True,,,,,1134
voice_out,,,,,,,CELL_991,,05/26/2023 06:08:12,,,,IMEI_232306,3028057150116,,,,,3739282844665,,,,2734,,,,False,,,,,
,voice_in,915,,,,,,,,,,1866215846254,,,,,,1363463164617,,,IMEI_889107,,,CELL_476,,,False,,23/01/2023 14:45:04,,,
,,,"-68.3078,-36.8405",,,,,video_in,,,,7537644947504,,,,,,,,,,,3147,,,IMEI_744366,False,2506848351701,1694294524,,,
,video_out,,,2023-08-14 14:12:33,,,,,,1069637122914,,,,,,IMEI_245961,,1111538216076,,,,"-77.9675,114.3011",975,CELL_282,,,False,,,,,
,,,,2023-11-29 11:53:58,1089,"65.9285,-118.5387",,video_out,,,,,,,3486424322865,IMEI_887216,CELL_261,,,,,,,,2415575473099,,False,,,,,
,conference,,,,2612,"-31.7593,142.9041",,,12/06/2023 16:17:34,,,,,2440061629916,3638837446197,,CELL_360,,,,,,,,,IMEI_108993,False,,,,,
,video_in,,,,654,"-86.8333,-104.8223",CELL_757,,,,,,,,,IMEI_634082,,,6855067721767,,,,,,5254770676120,,False,,,11/11/2023 11:32:40,,
voice_in,,,"-1.9428,-82.0502",,,,,,,,,6742908085062,,,,,,,,,,,,CELL_607,,IMEI_637756,False,9640022298532,24/05/2023 19:28:07,,,3223
,,,,,,"-57.8450,-100.6236",,,1678170856,,,,,3156622238361,3001109132343,,,,,,IMEI_301251,,,CELL_719,,,False,,,,voice_out,936
,,,,,,,,video_out,2023-06-13 09:42:10,,,9125462613079,IMEI_878140,,,,,5860708464982,,,,"-43.7182,143.1909",1054,CELL_965,,,False,,,,,
,,1955,"-61.7631,-140.8250",,,,,,18/08/2023 10:20:25,,CELL_789,8014841357703,,,,,,,,,IMEI_843810,,,,4491472586906,,False,,,,voice_out,
,,,"-22.4862,-77.6939",,,,,,2023-11-22T00:09:28.000Z,,,8933335617457,,,,IMEI_632984,CELL_326,,,,,,3160,,,,False,7286502116303,,,,
,,,,,,"-75.1192,12.5407",CELL_345,,,,,5749224243360,,,,IMEI_975896,,4157392674401,,,,,,,,,False,,,2023-04-06T22:19:16.000Z,voice_out,719
,voice_out,,,,3375,,,,,,,,,,1117760037478,,CELL_809,1483908718843,,"54.0952,85.0084",,,,,,,False,,29/01/2023 22:34:39,,,
,conference,,,2023-04-24 23:40:29,,,,,,,,9814754968503,,4092418585261,,,CELL_720,,,,IMEI_465419,"-38.2296,96.5160",2809,,,,False,,,,,
,,,,13/01/2023 00:18:53,2405,,,voice_in,,8811703276354,,,,,,,CELL_319,,,"17.5102,-101.9061",IMEI_909705,,,,,,False,6876482438283,,,,
,voice_out,,"35.3641,-53.2092",,,,,,,,,,,5722780448542,3376105148511,IMEI_954686,,,,,,,2333,CELL_792,,,False,,2023-08-26 02:38:29,,,
,,,"30.8349,117.8788",,,,CELL_667,,2023-10-26 10:45:47,,,,,,,,,4888797238505,7940134589985,,IMEI_803567,,,,,,False,,,,conference,3239
,voice_out,,,,,,CELL_455,,,,,,IMEI_972192,,,,,1819932588596,5926472191192,"33.6583,-102.7362",,,,,,,False,,24/11/2023 22:17:18,,,1931
,voice_out,,,,,,CELL_898,,,,,5130621283480,,,,,,,,,,"6.4304,146.9655",,,,IMEI_591312,False,8656452676930,,25/10/2023 16:41:30,,488
,voice_in,2029,,,,,,,,5609945354595,CELL_360,,,,,,,9800109953389,,"89.8283,-99.1617",,,,,,IMEI_633284,False,,09/06/2023 11:23:00,,,
voice_in,,,,20/07/2023 13:50:31,,"-50.5348,-51.6641",,,,7500896697191,,,,,,,,,,,,,862,,,IMEI_387380,False,5794613422990,,,,
voice_out,,698,,26/03/2023 13:41:41,,,,,,,,,,7312516146613,,,CELL_461,,2122644383012,"-38.9846,154.3849",,,,,,IMEI_213178,False,,,,,
,,,,1701421144,1048,"53.9427,-84.6772",,,,1900220847467,CELL_821,,,,,,,,,,,,,,3617028267474,IMEI_831503,False,,,,video_out,
,,,,2023-01-25T04:26:04.000Z,,,CELL_259,conference,,,,,,,9791436342789,IMEI_197670,,,,"21.4155,59.3080",,,641,,3211512479241,,False,,,,,
conference,,2377,"5.0604,73.5049",,,,,,06/13/2023 00:27:35,,,,IMEI_282499,7684648295579,,,CELL_536,,2176796909218,,,,,,,,False,,,,,
voice_in,,,"64.8252,-62.6943",23/08/2023 12:49:14,1768,,,,,,,,,,,IMEI_152787,,,6150012594587,,,,,,,,False,7536856595487,,,,
,,,,02/28/2023 05:02:05,,,CELL_472,voice_out,,2287463440644,,,IMEI_555997,,,,,,,,,"61.0413,-78.5834",,,,,False,7165525987448,,,,726
,video_out,,,01/31/2023 08:23:13,,"28.2919,-150.5870",,,,,,,,9745484277935,,,CELL_734,,3660727664037,,IMEI_360852,,,,,,False,,,,,2397
,,,,,3369,"-64.6243,104.5847",,,,,,,IMEI_257376,,,,CELL_955,6372278559473,6897195811959,,,,,,,,False,,,02/21/2023 20:34:04,voice_out,
,voice_out,429,,,,"60.7103,103.5349",,,,,,,IMEI_224943,2192672294815,2882338381874,,CELL_458,,,,,,,,,,False,,,2023-12-18T10:46:22.000Z,,
voice_in,,,,,,"18.6714,10.3040",CELL_957,,18/01/2023 18:59:56,,,6087964841552,IMEI_263031,,,,,4204551491642,,,,,,,,,False,,,,,535
,,,,08/15/2023 02:38:03,,"-17.2192,97.9834",,,,8468483178395,CELL_251,,,,,IMEI_178616,,,,,,,2946,,5896269224325,,False,,,,,
,video_out,,,11/29/2023 07:06:34,,"33.3797,16.2423",CELL_796,,,5989904367847,,,,,,IMEI_889374,,4760086260310,,,,,,,,,False,,,,,896
,,,"2.8921,158.5578",,,,CELL_537,video_out,10/19/2023 14:25:15,,,2498602735180,IMEI_595436,,,,,,,,,,,,,,True,3426260065422,,,,1545
,,700,,,,,CELL_974,,,,,2794364773003,,,,,,,,,IMEI_908224,"23.6557,-116.0900",,,,,False,6605771140109,,12/08/2023 01:51:38,voice_in,
video_out,,591,,,,,,,,,,1711571703469,IMEI_935797,,,,CELL_366,,,,,"-54.7227,165.7968",,,,,False,7806070140212,2023-04-21 07:30:52,,,
,,,"62.2546,8.1526",,3247,,,conference,08/28/2023 10:15:49,,,,IMEI_255577,,,,CELL_958,,3567884018868,,,,,,4801028876593,,False,,,,,
video_in,,,,,2328,"-65.2037,-19.8176",,,17/07/2023 01:29:47,,,,,,2447350355358,,,,,,,,,CELL_913,,,False,9877810292858,,,,
,,,,,,,,,2023-12-09T13:08:19.000Z,,CELL_314,,IMEI_169390,,,,,,3882070134983,,,"-8.6909,153.5409",,,,,False,2043926258607,,,,249
,,,"67.8690,-124.3368",,,,,video_in,08/15/2023 01:31:16,,,,,2580746467757,,,,,7368224642316,,,,,CELL_935,,IMEI_938695,False,,,,,2655
,voice_in,,,07/01/2023 21:13:26,1962,,,,,,CELL_578,,,,,IMEI_105071,,,6815281146370,"18.0383,177.0360",,,,,7745455662494,,True,,,,,
video_in,,,"-84.3621,-119.9725",,,,CELL_375,,,,,,,,6919206228227,IMEI_628056,,,,,,,1107,,,,False,6044742256783,2023-09-16T17:45:12.000Z,,,
,video_out,,"48.8596,132.0550",,2992,,CELL_851,,,,,,,,2530789711272,,,,,,,,,,,IMEI_529213,False,3106659616845,2023-04-12T04:55:00.000Z,,,
,,,,1695707520,,"32.1680,-56.6563",,,,,CELL_737,,IMEI_262677,,1500402826321,,,,,,,,3419,,,,False,7931106097156,,,voice_out,
,,,,12/17/2023 05:58:46,,,CELL_725,conference,,,,3060844601270,,2589043401025,,IMEI_107234,,,,"-47.2029,-65.1299",,,,,,,True,,,,,46
,,,,,,,,voice_in,,,,2343984982576,,,,IMEI_340921,CELL_235,,,"10.0780,14.5884",,,,,,,False,3323487004107,2023-05-28T13:24:30.000Z,,,1372
,,,,,,,,conference,08/24/2023 20:45:54,,,,,,,,CELL_571,9460282527844,6643246402124,"-8.4969,37.0786",,,2816,,,IMEI_763520,False,,,,,
,conference,,"42.4806,64.4579",,,,,,,,,7677290439421,,9377461176558,,,,,,,IMEI_818320,,,CELL_268,,,False,,1680482621,,,3544
,,,"83.5910,65.1383",,,,,,,,CELL_116,8522541189700,IMEI_815306,,,,,1546856237665,,,,,,,,,False,,12/03/2023 04:04:39,,video_out,2206
,,,"-4.8653,-126.4381",,,,,video_out,,4210066667676,CELL_797,,,2379446245524,,IMEI_448269,,,,,,,,,,,False,,,03/25/2023 01:59:17,,2537
voice_in,,1829,,,,,,,,,CELL_320,,,,5730150079512,,,,,,IMEI_182240,"3.5710,69.0180",,,,,False,2970358350223,10/18/2023 07:05:50,,,
,video_out,,"39.3949,-103.7951",27/02/2023 02:52:48,3307,,CELL_580,,,5491669923196,,,,6303629538467,,,,,,,IMEI_330595,,,,,,False,,,,,
,video_in,,,,,"26.6856,-69.2079",,,,,,3867968360129,IMEI_931268,1579647691719,,,CELL_236,,,,,,2993,,,,False,,,2023-10-19 00:43:58,,
,,1652,,,,,,,,6557768327716,CELL_494,,,8042144336629,,IMEI_430783,,,,,,"1.2471,-18.1445",,,,,False,,09/08/2023 05:56:30,,voice_out,
,,,,2023-02-20 22:47:50,,"33.4967,42.6475",,,,,,,,,,,CELL_883,7263569492793,7111204358975,,IMEI_892541,,,,,,False,,,,,3035
,video_in,,,2023-03-01 21:49:57,2989,,,,,,CELL_205,,IMEI_703217,7048486920105,8422746960579,,,,,,,"49.8718,179.7401",,,,,False,,,,,
,,2616,,1697352329,,,,,,,,,,1656426987853,3601198128959,,,,,,,,,,,,False,,,,,
video_out,,,"-80.9715,-27.6727",,,,,,06/17/2023 06:49:33,,,,,,,,,,3432394777600,,IMEI_120204,,3393,CELL_421,,,False,7994133881971,,,,
,video_in,2599,,,,,,,,,CELL_127,,,,,,,,8241245864348,,,"13.0314,144.0798",,,7502102824343,IMEI_463670,False,,,1679813794,,
,,,"-38.3967,172.3442",04/14/2023 14:46:03,1958,,CELL_596,voice_out,,,,,,1228976184018,1240478107795,IMEI_880101,,,,,,,,,,,False,,,,,
voice_out,,,,,,,,,,,CELL_627,,,8018687319698,5209767539060,IMEI_601253,,,,,,"28.2734,123.6503",3428,,,,False,,,2023-06-10 06:40:59,,
voice_out,,,,,68,,,,,,,,,,5406587201012,,,,,"-70.4667,147.6827",,,,CELL_337,6178283488046,IMEI_330592,False,,,1692043037,,
,,,,,3344,,,,,,CELL_677,,,,,IMEI_907065,,9893776247673,6294479217393,,,"-71.7636,-85.6020",,,,,True,,,1703601339,voice_in,
,conference,,"-33.6386,33.3440",,1010,,,,,,CELL_959,2242797691509,,,,IMEI_580478,,1076653258353,,,,,,,,,False,,01/06/2023 22:40:54,,,
voice_out,,,,,,"-70.1380,-50.8489",,,2023-10-21 07:21:27,,,3484126512942,IMEI_628598,,,,,,,,,,,,2282017148261,,False,,,,,2694
,video_in,,,,,"31.1752,20.0534",,,2023-06-24 13:55:23,,,,IMEI_385241,2584765098772,7911723187589,,CELL_325,,,,,,,,,,False,,,,,799
,,,,,,,CELL_243,,,4267184453726,,,,,,,,,,,,"42.4848,-44.9654",,,,IMEI_820389,False,2288289012544,1690056559,,video_out,2004
,,,,,,,,,,,,8660647854280,,,,,CELL_633,4117420629816,,,,"-17.0092,-0.2568",,,,IMEI_376128,False,,,11/08/2023 17:54:53,conference,1919
,,,"-73.1698,-145.0855",2023-06-10T07:37:19.000Z,,,CELL_439,,,,,,,,4170782343166,,,,,,IMEI_102750,,,,2436637386595,,False,,,,voice_out,3542
voice_out,,,,,,"74.6582,-114.7991",,,,2195687530696,,,,,,,CELL_562,,,,IMEI_261759,,,,8645723024101,,False,,2023-06-30 20:49:35,,,2532
,,540,,,,"37.7445,15.7334",,,,,,,IMEI_523102,6935003629405,,,,,3456727362809,,,,,CELL_497,,,False,,1702010820,,voice_out,
,video_in,,"-22.2860,-114.4238",2023-06-10T09:52:45.000Z,,,,,,6162786365048,,,,,,IMEI_867952,,7745315787164,,,,,1669,CELL_172,,,False,,,,,
,,859,,,,,,video_out,2023-02-25T04:33:45.000Z,,,2820933525969,,,,,,3503945783392,,"24.3026,-48.4080",IMEI_651094,,,,,,False,,,,,
,voice_in,771,,,,,CELL_760,,12/26/2023 04:47:26,,,1944999339429,,7338243654286,,,,,,"24.2376,-86.0780",,,,,,IMEI_128487,False,,,,,
voice_out,,2098,"-76.1680,13.1421",,,,CELL_759,,2023-04-25 20:44:49,,,,,1995547572209,,,,,5787617651086,,IMEI_720263,,,,,,False,,,,,
,,,,,2567,,,,13/04/2023 15:16:28,2248010052942,,,IMEI_402844,6468788010071,,,,,,,,"-3.8596,166.3464",,CELL_846,,,False,,,,voice_in,
,,622,,1688899660,,"-14.1672,-72.7883",CELL_186,,,,,,,,5166030556076,,,,,,,,,,,IMEI_332445,False,5416140586991,,,video_in,
,,,,,2935,,,,,,,,,,,,CELL_597,,1827309131541,,IMEI_546505,"29.0464,-155.8387",,,7747567881058,,True,,08/31/2023 12:03:11,,video_out,
,,691,"-9.5815,-174.5124",,,,,,,,,,,9222035159406,,IMEI_373757,CELL_605,,4489348370697,,,,,,,,False,,09/04/2023 02:34:34,,voice_in,
,video_out,,,,1762,,,,2023-11-13 12:36:58,1663335289487,,,IMEI_307102,,,,,6194242057291,,,,"-69.8032,139.6490",,CELL_509,,,False,,,,,
voice_in,,,,04/14/2023 05:33:35,3415,"-86.5838,57.0443",CELL_788,,,6190481564321,,,,,,,,5766433628723,,,IMEI_296608,,,,,,False,,,,,
,video_in,,,05/31/2023 23:46:42,2530,,CELL_594,,,,,,,,,,,,5461079653497,"54.4522,-26.4741",,,,,,IMEI_695679,False,5289425940462,,,,
,conference,,,,,"70.6866,111.8747",,,1692626625,,,,,2282332511471,,,,,8136407972931,,,,,CELL_974,,IMEI_732072,False,,,,,3305
,,,,2023-03-15 17:48:53,,,,,,,,1335384583701,,,,,CELL_813,,,,,"-33.0009,-152.0838",,,,,False,5414736528201,,,voice_out,474
,,149,,06/23/2023 20:26:02,,,CELL_100,video_in,,,,,,,,,,,8989329564802,"18.9185,89.9269",IMEI_371680,,,,,,False,5826421268680,,,,
,,98,,,,,CELL_925,,27/08/2023 18:35:29,,,,,,4680565104524,,,2664070895908,,"42.4208,-77.5321",IMEI_779091,,,,,,False,,,,,
,,,"60.3856,157.8020",,587,,,,,8351652551645,CELL_248,,,,,,,,,,IMEI_591586,,,,,,False,2860457777021,29/12/2023 16:18:48,,conference,
,voice_out,,,,,,,,,,,,,,5782437224550,,CELL_649,,,"87.6380,-131.7843",,,1182,,5606618615644,IMEI_751940,False,,30/05/2023 00:37:00,,,
video_in,,,,,,,,,25/07/2023 01:57:08,,,,,5275451001685,1737343834167,IMEI_315306,CELL_665,,,,,"4.2639,66.6451",84,,,,False,,,,,
,,,,,,"54.2904,61.7208",CELL_551,voice_in,,,,,,,7447095247299,IMEI_453888,,3162681229169,,,,,,,,,False,,09/02/2023 06:10:00,,,1574
,,6,,,,"-55.5327,-103.2027",,video_out,09/12/2023 01:23:58,8460612033520,,,,,,,CELL_357,6175233725314,,,IMEI_212382,,,,,,True,,,,,
video_out,,1085,,,,,CELL_578,,1685264989,8894424541209,,,IMEI_101479,,,,,,,,,,,,7845790855693,,False,,,,,
,,,,2023-03-01T17:26:54.000Z,,,,voice_in,,,,,,9776590854880,9727173319692,,CELL_862,,,"-82.6100,-89.7652",IMEI_701233,,393,,,,False,,,,,
voice_out,,,,,,,CELL_188,,,,,3696437028323,,,,,,,,"56.1513,76.7347",IMEI_393813,,,,,,False,9575302165849,08/07/2023 03:33:23,,,936
