destination_domain,connection_time,session_duration,bytes_sent,user_id,event_timestamp,msisdn,protocol,server_port,host,port,is_fraud,encrypted_tunnel,url,service_protocol,destination_ip,vpn_usage,is_vpn,customer_id,access_time,remote_ip,upstream_data,domain,server_ip,tx_bytes,rx_bytes,time_spent,timestamp,remote_port,downstream_data,subscriber_id,duration,dest_port,bytes_received,vpn_detected,ip_dst,upload_bytes,download_bytes,transport_protocol,conn_protocol
,,,,,,3669758010815,,3629,,,False,,youtube.com,,139.249.102.122,False,,,,,,,,,9113,,09/08/2023 06:13:41,,,,2543,,,,,7389,,HTTP,
,,,4963,,10/10/2023 12:32:17,,,,,,True,,youtube.com,,,,,,,,,,,,,,,7549,,1805451992140,2256,,18138,False,167.138.126.113,,,DNS,
,1694566806,,5673,6875812195878,,,,,,,False,,,UDP,,True,,,,198.220.126.211,,,,,,,,,51274,,663,39538,,,,,,,
,3383,,,,,,,,,5726,False,,,,,,,5707473996419,04/06/2023 11:12:13,150.239.95.229,1773,flipkart.com,,,4409,,,,,,,,,True,,,,,DNS
instagram.com,06/21/2023 04:27:16,,,,,8561972141729,,,,,False,,,UDP,,False,,,,218.233.121.97,,,,,,,,,,,1917,,,,,9137,91996,,
,,,4592,,,,,,snapchat.com,56708,False,,,,,False,,,2023-12-21 03:17:33,,,,3.189.111.202,,,198,,,46312,3391808594901,,,,,,,,,TCP
,2023-08-17 06:12:46,2632,,,,4378210008541,,2001,,,False,,,,173.253.107.95,,,,,,,,,,,,,,,,,,,False,,4489,39325,,DNS
,,3352,,,,9225989303916,,,,,False,,,,,,,,2023-08-18 06:05:37,,6032,facebook.com,137.134.146.122,,,,,,,,,32047,,False,,,40293,UDP,
,1081,,4541,,2023-12-15 15:58:17,,,,fileshare.cc,,False,,,,,False,,9907775453582,,57.171.56.201,,,,,,,,50118,,,,,,,,,50696,UDP,
,,,,,2023-05-02T02:10:15.000Z,,HTTPS,,,,False,,amazon.in,,,,False,2397207041754,,,,,,4900,,3146,,,,,,34193,,,193.72.235.115,,72985,,
,1541,,,,,,,35693,,,False,,instagram.com,,,True,,6405051279674,2023-05-19 21:42:44,,1235,,,,,,,,41366,,,,,,45.72.80.168,,,DNS,
,,,,,,3730369609660,DNS,55227,netflix.com,,False,,,,,False,,,,,5268,,147.7.121.158,,66096,,2023-07-12T18:07:32.000Z,,,,2065,,,,,,,,
,,,,,,,,11997,,,False,,amazon.in,DNS,192.253.189.245,True,,8121463910360,30/01/2023 10:30:08,,5949,,,,,,,,,,2572,,,,,,44799,,
,1694662737,,2251,,,5932099898974,,,,,False,,instagram.com,UDP,,False,,,,149.41.99.184,,,,,,,,,203,,1579,23941,,,,,,,
twitter.com,1684121675,716,,,,,,,,4367,False,,,,,,,8927361059351,,,5202,,,,36254,,,,,,,,,True,185.157.186.17,,,HTTP,
twitter.com,,,1732,2551585763004,2023-03-15T13:10:17.000Z,,,,,42114,False,,,TCP,,True,,,,,,,,,,,,,,,2809,,65806,,,,,,
netflix.com,3414,,,,,8142051731561,,,,33791,False,True,,HTTP,,,,,,,,,,,5108,,2023-01-03 09:08:56,,,,,,,,,5616,,,
,2895,,,,,,,,amazon.in,,False,,,,,,,,,,,,67.199.195.201,8413,78206,,,14207,,2243963282383,,,,False,,,,,HTTPS
,2023-06-15T10:47:27.000Z,,,,,,,,facebook.com,27070,False,,,,,,,8736710839107,,77.15.177.136,,,,,94116,493,,,,,,,,False,,2922,,UDP,
,2658,,,,,,,31226,,,False,,netflix.com,,,,,,30/03/2023 09:06:09,,7157,,,,,,,,,2644672253301,,,97090,False,246.169.81.15,,,,TCP
twitter.com,1693931479,,,,,,,,,5756,False,,,HTTPS,,False,,,,198.207.164.80,,,,,,,,,,3963146464457,2258,,14753,,,194,,,
,,,,2454908962248,,,UDP,30266,,,False,,,,,,,,04/06/2023 20:35:18,,,snapchat.com,120.96.141.0,752,,55,,,,,,,44381,True,,,,,
,467,,6248,,,,,12418,,,False,False,,UDP,22.238.176.221,,,,2023-05-20T06:20:03.000Z,,,zoom.us,,,,,,,,9225475771940,,,45793,,,,,,
,2840,,4583,4918612401751,,,,,fileshare.cc,,False,,,HTTP,,,,,,,,,179.107.230.118,,16520,,,62909,,,,,,False,,,,,
,1404,,,,1678278467,1415048531826,,29749,,,False,False,,UDP,,,,,,26.234.251.78,,flipkart.com,,,,,,,,,,,22439,,,3361,,,
fileshare.cc,,,1740,,29/10/2023 11:56:54,4791505770411,,,,,False,,,,,,,,,88.172.178.95,,,,,,3446,,,,,,59193,,True,,,92717,DNS,
,,,8090,,,,,,,,False,True,zoom.us,TCP,,,,6865029548174,,,,,214.51.51.113,,,,2023-01-25 01:30:56,,,,120,2061,52516,,,,,,
,,,,,,,,,,,False,,zoom.us,,188.31.138.137,True,,,,,,,,9615,,2477,2023-04-21T02:53:15.000Z,,,3748984822047,,,43308,,,,,,DNS
,2023-02-20 03:48:03,,4818,1061071115582,,,,3749,,,False,,amazon.in,,,,False,,,,,,,,,,,,21993,,810,,,,202.176.53.70,,,,UDP
,05/18/2023 18:47:24,,,,,,,,snapchat.com,,False,,,HTTPS,,,True,2436956233166,,,9045,,,,,3365,,,,,,34930,,,130.150.207.165,,31739,,
,,,5164,,,3115053221184,,,netflix.com,,False,,,HTTP,38.60.249.57,False,,,2023-08-04T19:21:13.000Z,,,,,,,,,24829,7439,,134,,,,,,,,
netflix.com,,,,,,,,,,,False,,,,,,True,,,,,,253.13.21.169,,,,14/03/2023 19:22:42,2548,38833,5930656922123,2452,,,,,6667,,HTTP,
,,3123,,,,,HTTPS,,youtube.com,,False,,,,,False,,,12/30/2023 12:06:18,,,,172.65.239.239,6903,,,,,36568,1237557194115,,9938,,,,,,,
facebook.com,,460,4562,,1684344223,,,,,,False,,,,,,False,1328446616998,,,,,,,13725,,,3967,,,,,,,52.236.41.162,,,,HTTPS
,,,,9427175098973,,,,63131,,,False,False,amazon.in,,,,,,2023-10-15 10:42:08,,,,,,,2987,,,48951,,,,,,,4540,,TCP,
,,,,,,,DNS,,twitter.com,,False,,,,138.252.254.111,,,,03/03/2023 08:06:40,,,,,3990,,212,,,,3633586418438,,37227,,False,,,78359,,
youtube.com,979,,236,,,,HTTPS,,,16371,False,,,,89.144.134.163,,False,8722667716400,,,,,,,,,,,54642,,,,,,,,,,
,2023-05-28T19:34:47.000Z,2812,76,,,3576464088564,,,,,False,False,instagram.com,,,,,,,101.166.143.216,,,,,,,,39157,615,,,,,,,,,,DNS
,,,8365,,,,,,,,False,,fileshare.cc,,,True,,,01/02/2023 14:22:39,,,,,,,1302,,,,3831802439020,,,,,251.32.40.230,,92361,,HTTPS
,,,,,,,DNS,14032,,,False,,,,,,,9018281499989,,105.121.94.243,,twitter.com,,8086,,2066,2023-01-01T10:38:18.000Z,,,,,,,False,,,17967,,
,,,,,,,,,,,False,,youtube.com,,,,,6348678927388,1678226922,155.60.212.136,,,,6203,,701,,,40681,,,56721,,False,,,,DNS,
,1842,,,,,,DNS,1136,,,False,,fileshare.cc,,,False,,5491292257282,2023-02-27 00:22:36,188.237.85.192,8095,,,,,,,,,,,,16621,,,,,,
,,1025,6812,,2023-11-15 18:02:30,,,3759,,,False,,,,76.253.214.253,,True,,,,,flipkart.com,,,,,,,,5921288181616,,,,,,,59431,DNS,
,26/01/2023 18:56:50,,,6235461545392,,,,2478,,,False,,twitter.com,,116.67.226.148,,,,,,,,,7308,,190,,,,,,,38141,False,,,,,HTTPS
,,2797,,1532775317734,,,,,,,False,,zoom.us,,,,False,,01/20/2023 21:37:56,153.219.0.250,,,,,,,,51439,,,,,57332,,,3474,,,HTTP
facebook.com,2416,,,,,1621165067172,,52419,,,False,False,,TCP,,,,,09/18/2023 19:04:06,,,,,3016,,,,,,,,,40280,,183.57.70.221,,,,
,1691126227,,,,,,,49171,fileshare.cc,,False,True,,TCP,,,,8232138425351,,,845,,,,,,,,,,1478,,,,176.242.49.204,,29225,,
,,,,,,,,16244,,,False,,youtube.com,,222.61.65.73,,,7527814869743,1703884210,,,,,1161,,,,,84885,,949,,,True,,,,,TCP
,,720,,,,,HTTP,12008,,,False,False,zoom.us,,,,,1513007334729,,69.57.144.30,,,,,,,1688814724,,37305,,,,,,,4460,,,
twitter.com,,,,,,,,,,,False,,,,,True,,,2023-11-20 23:30:09,88.43.246.160,,,,,,679,,,,4597084044066,,2185,92722,,,304,,DNS,
twitter.com,,3573,,5847713169641,,,,,,36357,False,,,,,,False,,1688750588,109.110.42.158,,,,,,,,,,,,,54948,,,1606,,TCP,
twitter.com,,,,9664943584054,,,,,,,False,False,,,,,,,,159.85.90.92,,,,2470,,,2023-05-01T00:47:49.000Z,7921,,,3529,,89914,,,,,,TCP
flipkart.com,,,,,,,TCP,,,,False,,,,,,False,,2023-06-06T03:58:46.000Z,58.66.12.111,,,,8576,,2369,,57981,,8031044717275,,,26666,,,,,,
flipkart.com,,3405,6637,,04/27/2023 21:18:13,4123241199300,HTTPS,59988,,,False,,,,,,,,,,,,,,,,,,,,,,,False,137.18.21.25,,69815,,
zoom.us,3191,,,4712965684339,1678180995,,,,,,False,,,,,,False,,,107.77.182.226,4424,,,,,,,,,,,56040,87044,,,,,,
,,,,9132498141044,29/03/2023 14:13:29,,UDP,,,,False,,,,,True,,,,117.178.27.151,,snapchat.com,,,,,,52182,,,2843,,,,,4963,48632,,
,,,,,,,HTTP,53934,,,False,,instagram.com,,232.46.188.167,,False,9165101997022,2023-03-28T19:53:24.000Z,,,,,8609,22192,,,,,,1419,,,,,,,,
,1686010961,3094,,3565151627189,,,,22886,netflix.com,,False,,,HTTP,,False,,,,,,,188.108.192.162,,,,,,52956,,,,,,,125,,,
,,,,,,,,11581,,,False,,zoom.us,,,,False,2694716145054,,,,,228.194.192.99,1080,19744,,2023-03-30 00:05:33,,,,1952,,,,,,,DNS,
zoom.us,,,,,,,,,,,False,,,,233.111.74.221,,,,2023-12-07 12:52:21,,,,,,,,,6063,,2247612387360,1006,,39131,False,,2938,,UDP,
,2023-04-11 23:02:40,,,,,,,9385,,,False,,,,,,False,,,,,flipkart.com,67.154.240.134,5071,,1225,,,,3333201802320,,,,,,,97734,,UDP
twitter.com,2943,,,,2023-05-24T22:25:17.000Z,,,,,,False,,,,225.150.237.79,,,6007529236013,,,,,,6045,,,,16144,,,,,717,True,,,,HTTPS,
,,,,,,,HTTPS,,,,False,,zoom.us,,,,,3467863848338,,,,,,,,358,2023-09-26 12:28:16,,,,,2964,92207,False,22.98.168.18,5993,,,
,,,9576,9103705676385,11/07/2023 19:49:12,,DNS,,,,False,,,,247.71.251.119,,,,,,,fileshare.cc,,,,,,,,,2904,24049,97887,True,,,,,
,2023-04-17T12:36:18.000Z,,,,,,HTTP,,snapchat.com,,False,True,,,,,,5173987454970,,,,,,,,2025,,,,,,47087,40640,,117.177.37.67,9617,,,
,,,,,,,UDP,,,9578,False,,,,,,,1724735099104,11/20/2023 17:12:32,,5075,flipkart.com,165.142.147.104,,25048,,,,,,2726,,,True,,,,,
,,2458,,8602999589671,08/09/2023 04:16:46,,,,snapchat.com,16096,False,,,,,False,,,,144.83.92.138,,,,6853,,,,,,,,,,,,,10313,HTTP,
,,,,,,,UDP,51962,,,False,,,,,False,,,2023-06-20T20:05:35.000Z,,,snapchat.com,,,,,,,,1704719208404,2716,,16185,,28.129.130.112,5536,,,
,,,,,,,,,,,False,,fileshare.cc,,11.36.73.245,False,,,,,8102,,,,19895,3555,2023-11-28T22:58:58.000Z,56694,,6182336383228,,,,,,,,,TCP
,2023-12-08T16:53:27.000Z,,,,,,,,zoom.us,,False,False,,HTTP,,,,8936975174005,,164.197.231.104,7409,,,,7144,2802,,29090,,,,,,,,,,,
,,,,,,,,,youtube.com,,False,,,UDP,,,True,4294469152348,,,,,,,,1201,28/02/2023 11:08:57,16780,,,,,,,23.66.112.226,2344,7481,,
,,,,5818926347850,,,HTTP,,fileshare.cc,35315,False,,,,26.101.229.144,,,,05/18/2023 09:23:03,,,,,,,3263,,,,,,,,False,,206,61380,,
,,2108,8551,,,,,,,,False,,,HTTPS,183.55.192.87,,,4800116911608,2023-05-05 05:32:13,,,youtube.com,,,,,,,85362,,,18785,,True,,,,,
,,,,,,1931895604517,,,netflix.com,,False,,,HTTPS,,False,,,,,719,,,,,966,2023-12-19T08:20:22.000Z,,,,,14780,,,158.188.188.115,,72866,,
netflix.com,,,,7737874838693,,,UDP,,,,False,,,,26.234.169.23,True,,,2023-08-13 23:16:07,,,,,,,3554,,,75566,,,,,,,2918,,,
,1686881838,305,,,,4184195915317,,,youtube.com,54291,False,,,HTTPS,,True,,,,,9534,,170.49.138.231,,,,,,,,,,89199,,,,,,
fileshare.cc,,,,,03/07/2023 19:47:41,2218109434283,,,,,False,False,,,,,,,,5.5.120.219,,,,7839,,,,52081,64178,,2222,,,,,,,,
zoom.us,2364,,,7426066147047,,,,6739,,,False,,,,,,False,,,,1795,,205.239.79.97,,93644,,,,,,,,,,,,,UDP,
,04/13/2023 20:27:23,,,,,3949180725414,,,,,False,True,netflix.com,TCP,,,,,,21.88.203.186,,,,3702,1831,,,38073,,,3038,,,,,,,,
zoom.us,,,,,06/06/2023 01:42:00,,,,,54775,False,,,TCP,41.37.119.77,,,9619117989618,,,,,,,,3046,,,5162,,,,,False,,8720,,,
twitter.com,,2909,9007,,,,,,,,False,,,,,,,4599397694589,,,,,,,,,08/06/2023 05:26:35,,,,,24235,91752,False,86.48.83.148,,,,HTTPS
,,1554,3949,,,,,10105,,,False,True,flipkart.com,,,,,,2023-06-03T17:03:23.000Z,76.125.79.243,,,,,,,,,84909,5322055630887,,,,,,,,,DNS
flipkart.com,2023-03-09 09:07:08,,,9129393188967,,,,,,,False,,,,,,,,,,4714,,12.225.83.247,,,,,35650,,,458,,,False,,,85818,,HTTPS
,,1860,,,,,,,,,True,,twitter.com,,,False,,8611063091731,,,3560,,114.39.34.201,,,,2023-06-23T23:41:45.000Z,53635,,,,,50195,,,,,,HTTPS
,21/08/2023 12:06:28,3325,,,,,TCP,40762,,,False,False,,,,,,6120244139997,,206.207.4.83,,amazon.in,,,,,,,,,,,,,,4477,9660,,
,1228,,,,,,HTTPS,,,,False,False,,,,,,,12/28/2023 22:05:06,55.1.167.164,,amazon.in,,9564,,,,63333,40079,3430523483147,,,,,,,,,
,,,,,,3537617637679,,,,,False,True,,,,,,,10/15/2023 21:29:13,,4248,,,,64211,,,58321,,,2926,,,,194.127.110.172,,,DNS,
,,110,3745,,2023-01-26 00:47:52,3830577877024,,,,,False,,facebook.com,,,,,,,,,,,,,,,55567,,,,,17049,True,20.221.69.144,,,TCP,
,2023-08-27T20:41:30.000Z,,,8009511353262,,,,,,22382,False,,netflix.com,,,False,,,,,,,74.201.102.169,,,,,,,,6,,,,,8732,58649,,UDP
,1133,,8437,9922892430367,,,TCP,52869,youtube.com,,False,,,,,,False,,,,,,197.29.95.239,,,,2023-03-08T13:34:45.000Z,,4879,,,,,,,,,,
flipkart.com,2262,,,3313380458192,,,,,,55525,False,,,,,,False,,1695545090,165.22.88.99,,,,,8128,,,,,,,,,,,7323,,,HTTPS
,,,,,,7792659133097,DNS,,,,False,,,,,True,,,28/04/2023 22:33:45,102.128.96.63,,flipkart.com,,8903,,3340,,,50713,,,18811,,,,,,,
,2771,,,,1682543276,,TCP,,,26085,False,True,,,,,,3208688359141,,198.62.223.124,,facebook.com,,,,,,,74242,,,,,,,7330,,,
youtube.com,,,,,,,,,,43111,False,,,,,,,,,101.33.146.23,,,,,81085,2799,05/02/2023 17:12:01,,,9947572991492,,,,False,,3644,,,HTTP
instagram.com,2292,,4314,,,,,,,33884,False,,,,,,True,,,,,,,,37522,,,,,5103047498928,,,,,255.77.141.6,,,,HTTP
netflix.com,,2971,,,,,,,,,False,True,,,,,,,2023-11-30T22:42:45.000Z,160.169.168.43,,,,,,,,49897,,3907152126544,,,,,,4478,6895,,TCP
snapchat.com,,,,7529845798064,,,HTTPS,,,48824,False,,,,,,,,,,,,,4909,,,2023-07-20 10:13:22,,,,3313,,,False,,,22764,,
youtube.com,08/21/2023 04:38:56,,,,,5785837642700,,26655,,,False,,,,,,11,,,179.61.67.10,,,,234,,,,,,,1321,,,,,,13678,HTTP,
,,,,,,7833083270334,,55299,,,False,,fileshare.cc,,238.13.63.95,,,,,,751,,,,,,02/19/2023 05:37:46,,,,421,,89656,True,,,,,
,,,548,,1691252456,2181109138319,,,flipkart.com,,False,,,,,,,,,137.99.72.117,,,,,6201,,,,,,792,36282,,False,,,,,
zoom.us,,,4175,2608077203640,,,DNS,,,,False,,,,,,,,,,,,,,,3530,04/06/2023 09:13:47,52478,,,,,,False,116.157.177.214,,58130,,
twitter.com,,,,,2023-04-29 14:08:55,3312884190617,,38950,,,False,,,,,,,,,,,,,7876,93523,,,,,,1713,,,True,87.87.97.108,,,,DNS
,,,,,,,,,,32186,False,,,,179.151.199.158,False,,,1688077191,,,facebook.com,,,,,,,,4475455045881,425,,,,,3724,79966,DNS,
,,,,,,,,59414,facebook.com,,False,,,,75.162.219.154,True,,4990996977849,,,,,,,,384,2023-04-14 13:40:13,,,,,,,,,9694,62942,TCP,
,,,9845,,,3453619798147,UDP,,netflix.com,,False,,,,,False,,,,,,,94.133.27.170,,,699,09/02/2023 11:30:30,,70770,,,1896,,,,,,,
,1690237296,62,,2401906352471,,,,,,35679,False,,youtube.com,,,,True,,,,826,,126.57.141.251,,,,,,,,,,91208,,,,,,UDP
,2023-05-25 15:33:20,,,,,4349425065002,,,,,False,,youtube.com,,,,,,,,,,,9208,,,,,,,2649,2539,576,False,,,,,HTTP
,2023-01-14 07:19:53,,,,,4011042714695,,,twitter.com,13122,False,,,,,,,,,,6609,,176.235.111.219,,,,,,,,1931,,46269,True,,,,HTTPS,
,1150,,,,,,,,,52119,False,True,snapchat.com,,,,,,27/02/2023 15:12:23,232.182.155.36,,,,6253,,,,,49726,1590342934123,,,,,,,,,HTTP
twitter.com,2896,,,,,,,,,,False,,,HTTPS,,True,,5508541594854,,,3085,,,,,,2023-03-22 05:56:24,,,,,57945,86906,,51.81.107.2,,,,
facebook.com,754,,,,,,,,,,False,,,DNS,,False,,8200058812369,,64.68.182.55,,,,467,,,1692162842,52287,,,,,,,,,91769,,
,1520,,,,,4929801299352,,,,,False,,amazon.in,,,,False,,,,,,110.230.105.12,,,,01/17/2023 08:57:36,58293,57208,,,,,,,5711,,,TCP
,,,,,2023-01-10T06:10:32.000Z,8388336954172,,60642,,,False,,,,184.254.245.161,,True,,,,9736,amazon.in,,,,,,,,,816,,,,,,38169,,DNS
,2023-04-26T12:00:36.000Z,,,,,,,,,,False,,amazon.in,HTTPS,,,True,,,40.23.26.40,,,,8195,16339,,,46386,,9620660943895,1613,,,,,,,,
,,,,,,,,,zoom.us,,False,,,,,True,,3989379860028,2023-08-18 07:33:56,,,,196.214.169.36,6131,,2534,,63500,,,,,32293,,,,,DNS,
,,,,6044292047158,2023-11-01 05:54:49,,,,,,True,False,,,27.89.247.120,,,,,,7044,,,,,3032,,49529,62837,,,,,,,,,UDP,
,09/26/2023 21:10:07,3479,,,,9279462223915,,,,1652,False,,netflix.com,TCP,,False,,,,,,,,,96641,,,,,,,,,,,9744,,,
,,834,,9679454610055,,,,,,46072,False,,,,,,,,,,8906,youtube.com,,,,,09/21/2023 09:20:01,,88127,,,,,False,188.32.1.189,,,DNS,
,,,,,05/08/2023 07:10:31,3909625792482,,3650,,,False,False,,,,,,,,,,amazon.in,19.239.49.251,,,1989,,,16292,,,,,,,4243,,UDP,
,,2489,,,25/04/2023 03:05:48,,,,flipkart.com,,False,True,,DNS,,,,,,,4576,,121.109.40.168,,53240,,,8379,,2169736429304,,,,,,,,,
youtube.com,,3038,,1080575907283,2023-09-14T21:47:55.000Z,,HTTP,33471,,,False,,,,,,,,,160.51.61.167,3857,,,,,,,,,,,,6995,False,,,,,
netflix.com,,,,,,4117211907258,,,,8303,False,False,,HTTP,164.108.222.238,,,,,,,,,7658,87041,1702,1684633149,,,,,,,,,,,,
,,,8421,1786881018265,,,,,,,False,,,,,,,,22/08/2023 16:22:28,28.193.100.149,,youtube.com,,,,3384,,,74352,,,53309,,False,,,,,HTTPS
youtube.com,,,,2257985932279,,,,,,,False,,,UDP,,False,,,1678336919,215.47.24.114,,,,,61338,643,,42451,,,,,,,,7368,,,
youtube.com,,2271,,,19/09/2023 19:44:52,8895090334985,,,,,False,False,,HTTPS,,,,,,210.219.215.247,,,,3682,25116,,,,,,,41485,,,,,,,
,2406,,2443,,,,,,,,False,False,,,,,,5883781704991,,,,,190.83.221.75,,44924,,,,,,,20401,,,,,,,HTTP
,1374,,6795,,,,,,snapchat.com,7065,False,,,UDP,13.238.120.44,,,,,,,,,,,,,,,3016491870399,,,,False,,,92168,,
,2023-06-30T07:42:49.000Z,,4622,,,9965622830017,,55210,twitter.com,,False,,,,,,,,,120.134.172.254,,,,,15176,,,,,,569,,,True,,,,TCP,
,,741,,3353574350150,,,,,,,False,,,,,True,,,2023-01-03 12:11:09,,,fileshare.cc,,439,16998,,,46265,,,,,,,154.100.94.83,,,DNS,
snapchat.com,,,,,,,,1263,,,False,,,,,,,,03/23/2023 08:23:25,134.203.0.29,,,,2368,12434,830,,,,1956615523318,,,,True,,,,HTTPS,
,2023-12-23 12:40:27,,,,,,TCP,,,,False,,instagram.com,,,,,,,,6968,,,,,2436,,,,8104107951457,,,61271,False,255.16.48.77,,,,
,,4,,,10/12/2023 08:34:01,,,,,8356,False,,instagram.com,UDP,,,,3083770388484,,,6148,,199.12.255.207,,29488,,,,,,,,,False,,,,,
flipkart.com,2162,,8455,6913054929242,,,UDP,,,,False,,,,,,,,09/20/2023 16:54:36,,,,,,,,,,,,,16146,,True,,,45765,,
youtube.com,975,,,,,8401444568135,,55686,,,False,,,UDP,,,True,,,158.129.246.16,,,,,,,28/04/2023 07:46:50,,,,,,,,,6268,83629,,
youtube.com,1654,,,,2023-11-30 23:05:41,4823255408851,,,,,False,,,,249.157.115.17,False,,,,,,,,7175,30641,,,6810,,,,,,,,,,,TCP
,,,,,16/09/2023 23:26:31,,,,netflix.com,,False,,,,,,False,8248144149567,,,,,,,,2629,,,,,,56676,92132,,60.112.32.245,3898,,HTTP,
,,,,,01/14/2023 17:36:43,,,,amazon.in,35009,False,,,,,True,,7226535647100,,,,,108.107.200.89,1188,74864,186,,,,,,,,,,,,TCP,
,,1871,,,2023-09-04 20:05:35,7538328066209,,22632,,,False,,,,229.206.98.76,,,,,,,flipkart.com,,,,,,,,,,,26725,False,,906,,HTTP,
,3115,,1755,,,,,,instagram.com,,False,False,,TCP,,,,5846707315733,2023-09-29T22:02:16.000Z,141.117.197.22,,,,,15994,,,57645,,,,,,,,,,,
,,,,,,3891119200764,,,zoom.us,46954,False,True,,,,,,,2023-11-11T18:03:39.000Z,161.42.228.89,,,,,,,,,93410,,3082,,,,,9595,,UDP,
,,,,,,,,,,,False,,youtube.com,,,False,,,2023-08-27T03:19:07.000Z,,3292,,162.195.73.157,,,,,30991,78049,4697636081665,32,,,,,,,HTTP,
,312,,,3394078339302,,,,46990,,,False,,,,,,False,,,71.6.53.197,2378,flipkart.com,,,,,2023-04-20 06:22:29,,61848,,,,,,,,,,HTTPS
,07/06/2023 18:56:17,572,,,,,,,snapchat.com,,False,,,,,,False,5725076172096,,189.231.186.253,,,,6759,,,,3304,,,,,37007,,,,,HTTPS,
,,2646,,,,6867589154920,,,,,False,,facebook.com,,211.101.246.208,,,,2023-07-29T12:25:31.000Z,,,,,,,,,,,,,51650,,True,,5167,36708,,HTTPS
,2023-05-15T20:03:00.000Z,,,3299807196465,,,,26775,,,False,True,,,,,,,,171.75.92.57,,amazon.in,,5898,,931,,,,,,,,,,,83711,DNS,
,,788,,,18/11/2023 04:15:22,,,,netflix.com,,False,,,,191.146.232.10,False,,,,,1442,,,,,,,41232,,5677052988800,,,24287,,,,,DNS,
,561,,,,,,,9009,,,False,,amazon.in,,,,,,,120.95.15.30,,,,248,39936,,2023-03-13T03:59:34.000Z,,,2881612618422,,,,False,,,,,HTTPS
,1661,,,2370442707095,,,,,,,False,,snapchat.com,TCP,,,False,,,,,,,1810,,,,,,,,32712,59593,,,,,,
,933,,,8210136297324,,,,,,,False,,,HTTP,70.183.0.133,,,,,,,,,,95419,,2023-09-04 10:55:35,48574,,,,,,False,,3914,,,
,2912,,,,,,,,,21034,False,True,,HTTPS,,,,5577171048044,,,6099,fileshare.cc,167.80.123.183,,,,2023-05-24 17:03:00,,1008,,,,,,,,,,
,889,,,,2023-11-27T01:35:29.000Z,,,,,,False,,facebook.com,HTTP,243.61.227.178,,,2747583201930,,,,,,,,,,,,,,11658,67069,False,,7349,,,
,,,,8453103868185,2023-05-08T12:39:26.000Z,,,,,,False,,fileshare.cc,,,False,,,,,8607,,4.186.244.39,,,,,,,,2239,15616,69131,,,,,UDP,
netflix.com,,2914,6023,6976431241453,,,UDP,26507,,,False,True,,,,,,,,,,,,,57160,,02/20/2023 20:10:42,,,,,,,,,,,,
,03/14/2023 00:24:58,2636,,,,,,22860,,,False,,,,,,False,3814539425593,,145.86.251.240,,twitter.com,,,,,,,,,,,,,,3961,30183,,TCP
amazon.in,,,,,,,UDP,,,,False,,,,217.162.145.23,,,6803882236046,,,444,,,,82311,,1673254516,31648,,,3397,,,True,,,,,
,09/28/2023 10:26:27,,,,,,,,,,False,,instagram.com,,,False,,,,,,,101.166.166.79,,,2006,,,,7677534852791,,6416,,,,3342,13868,,
,,,2843,1749000019929,,,HTTPS,,,,False,True,netflix.com,,,,,,2023-09-28T05:09:51.000Z,,,,29.86.227.71,,,,,23125,,,3092,,83863,,,,,,
netflix.com,2142,,3626,1508536059323,,,,,,1265,False,,,,30.222.148.141,False,,,1695389029,,,,,,,,,,,,,,22990,,,,,,UDP
twitter.com,,,,,02/08/2023 06:36:45,,,42698,,,False,,,,,,,,,,,,,9610,,3106,,,,1188674119321,,,70109,False,219.156.58.226,,,,HTTP
,,,,,,,,,twitter.com,,False,,,HTTPS,196.251.134.186,True,,,04/06/2023 00:31:28,,3212,,,,,1175,,17195,,4405430337542,,,53459,,,,,,
,75,,,,,,,,,21749,False,True,,HTTPS,,,,,,,,flipkart.com,,6111,,,1674541818,,,3096673592693,,,,,202.118.108.16,,38617,,
,3435,,,,2023-05-11T21:02:45.000Z,6184055322517,,,,,False,,,,,,False,,,18.22.100.246,4316,netflix.com,,,86842,,,,,,,34752,,,,,,,DNS
,349,,,,,4286586039269,,,,8495,False,,,HTTP,,,False,,,,,amazon.in,,,,,,,,,,,77664,,107.14.149.0,7908,,,
zoom.us,04/06/2023 16:00:17,,2585,3205678784480,,,HTTP,,,,False,,,,145.166.247.182,,,,,,,,,,,,,56824,23617,,1651,,,True,,,,,
,,2465,,,2023-02-10 10:46:03,2427975996914,,,,,False,,twitter.com,HTTP,,,False,,,,,,,,23103,,,20114,,,,,,,211.151.253.233,5081,,,
twitter.com,1681167638,1784,,8027868357139,,,HTTPS,,,38779,True,False,,,47.126.206.251,,,,,,,,,7013,,,,,,,,,,,,,94816,,
amazon.in,2023-03-16 08:53:03,,,,,,,,,,False,,,DNS,64.14.112.180,True,,9955668259752,,,,,,2616,,,,,82570,,301,37538,,,,,,,
,,,,7990886337532,,,,44808,,,False,,,,,,,,1703356190,91.165.85.34,5569,instagram.com,,,,1288,,,34795,,,,,True,,,,TCP,
,2023-02-14T22:00:02.000Z,,,,,,HTTP,,,5139,False,,,,,,,,,,5322,,68.79.247.136,,,,,,33845,8290609613008,1097,,,False,,,,,
,961,,,,,,,38511,fileshare.cc,,False,False,,DNS,142.191.185.195,,,,,,,,,2647,,,19/08/2023 16:09:59,,,6618380847564,,,,,,,71857,,
